ts,p,r,s
268,,,
269,,,
270,false,false,true
271,false,false,true
272,false,false,false
273,false,false,false
274,false,false,false
275,,,
276,,,
277,,,
278,,,
279,,,
280,false,false,false
281,false,false,false
282,false,false,false
283,false,false,false
284,false,false,false
285,,,
286,,,
287,,,
288,,,
289,,,
290,false,false,true
291,false,false,true
292,false,false,false
293,false,false,false
294,false,false,false
295,,,
296,,,
297,,,
298,,,
299,,,
300,false,false,false
301,false,false,false
302,true,false,true
303,false,true,true
304,false,false,true
305,,,
306,,,
307,,,
308,,,
309,,,
310,false,false,false
311,false,false,false
312,false,true,true
313,false,false,true
314,false,false,true
315,,,
316,,,
317,,,
318,,,
319,,,
320,false,false,false
321,false,false,false
322,false,false,false
323,false,false,false
324,false,false,false
325,,,
326,,,
327,,,
328,,,
329,,,
330,false,false,false
331,false,true,true
332,false,false,true
333,false,false,true
334,false,false,false
335,,,
336,,,
337,,,
338,,,
339,,,
340,true,false,false
341,false,false,false
342,false,true,true
343,false,false,true
344,false,false,true
345,,,
346,,,
347,,,
348,,,
349,,,
350,true,false,false
351,false,false,false
352,false,false,false
353,false,true,true
354,false,false,true
355,,,
356,,,
357,,,
358,,,
359,,,
360,false,false,true
361,false,false,false
362,false,false,false
363,true,false,false
364,false,false,false
365,,,
366,,,
367,,,
368,,,
369,,,
370,false,false,false
371,false,false,false
372,true,false,false
373,false,false,false
374,false,true,true
375,,,
376,,,
377,,,
378,,,
379,,,
380,false,false,false
381,false,false,false
382,true,false,false
383,false,false,false
384,false,true,true
385,,,
386,,,
387,,,
388,,,
389,,,
390,false,false,false
391,false,false,false
392,false,false,false
393,false,false,false
394,false,false,false
395,,,
396,,,
397,,,
398,,,
399,,,
400,false,false,true
401,false,false,false
402,false,false,false
403,false,false,false
404,false,false,false
405,,,
406,,,
407,,,
408,,,
409,,,
410,false,false,true
411,false,false,true
412,false,false,false
413,false,false,false
414,false,false,false
415,,,
416,,,
417,,,
418,,,
419,,,
420,false,false,false
421,false,false,false
422,true,false,false
423,false,true,true
424,false,false,true
425,,,
426,,,
427,,,
428,,,
429,,,
430,false,false,false
431,false,false,false
432,false,false,false
433,false,false,false
434,false,false,false
435,,,
436,,,
437,,,
438,,,
439,,,
440,false,false,false
441,false,true,true
442,false,false,true
443,false,false,true
444,true,false,true
445,,,
446,,,
447,,,
448,,,
449,,,
450,false,false,false
451,false,false,false
452,false,false,false
453,false,false,false
454,true,false,false
455,,,
456,,,
457,,,
458,,,
459,,,
460,false,false,false
461,false,false,false
462,false,false,false
463,false,false,false
464,false,false,false
465,,,
466,,,
467,,,
468,,,
469,,,
470,false,false,false
471,false,false,false
472,true,false,false
473,false,false,false
474,false,false,false
475,,,
476,,,
477,,,
478,,,
479,,,
480,false,true,true
481,false,false,true
482,false,false,true
483,false,false,false
484,false,false,false
485,,,
486,,,
487,,,
488,,,
489,,,
490,false,false,false
491,false,false,false
492,false,false,false
493,false,false,false
494,true,false,false
495,,,
496,,,
497,,,
498,,,
499,,,
500,false,false,false
501,false,false,false
502,false,false,false
503,false,false,false
504,false,false,false
505,,,
506,,,
507,,,
508,,,
509,,,
510,false,false,false
511,false,false,false
512,false,true,true
513,false,false,true
514,false,false,true
515,,,
516,,,
517,,,
518,,,
519,,,
520,false,false,false
521,false,false,false
522,false,false,false
523,true,false,false
524,false,true,true
525,,,
526,,,
527,,,
528,,,
529,,,
530,false,false,false
531,false,false,false
532,false,false,false
533,false,false,false
534,false,false,false
535,,,
536,,,
537,,,
538,,,
539,,,
540,false,false,false
541,false,true,true
542,false,false,true
543,false,false,true
544,false,false,false
545,,,
546,,,
547,,,
548,,,
549,,,
550,false,false,false
551,true,false,false
552,false,false,false
553,false,true,true
554,false,false,true
555,,,
556,,,
557,,,
558,,,
559,,,
560,false,true,true
561,false,false,true
562,false,false,true
563,true,false,false
564,false,false,false
565,,,
566,,,
567,,,
568,,,
569,,,
570,false,false,false
571,false,false,false
572,false,false,false
573,false,false,false
574,false,false,false
575,,,
576,,,
577,,,
578,,,
579,,,
580,false,true,true
581,false,false,true
582,false,false,true
583,false,false,false
584,false,false,false
585,,,
586,,,
587,,,
588,,,
589,,,
590,false,false,false
591,false,false,false
592,false,false,false
593,false,false,false
594,false,false,false
595,,,
596,,,
597,,,
598,,,
599,,,
600,false,false,true
601,false,false,false
602,false,false,false
603,false,false,false
604,false,false,false
605,,,
606,,,
607,,,
608,,,
609,,,
610,true,false,false
611,false,false,false
612,false,false,false
613,false,true,true
614,false,false,true
615,,,
616,,,
617,,,
618,,,
619,,,
620,false,true,true
621,false,false,true
622,false,false,true
623,false,false,false
624,false,false,false
625,,,
626,,,
627,,,
628,,,
629,,,
630,false,false,false
631,false,false,false
632,false,false,false
633,false,false,false
634,false,false,false
635,,,
636,,,
637,,,
638,,,
639,,,
640,false,false,true
641,false,false,true
642,false,false,false
643,false,false,false
644,false,false,false
645,,,
646,,,
647,,,
648,,,
649,,,
650,false,false,false
651,false,false,false
652,false,false,false
653,false,false,false
654,false,false,false
655,,,
656,,,
657,,,
658,,,
659,,,
660,false,false,false
661,false,false,false
662,false,true,true
663,false,false,true
664,false,false,true
665,,,
666,,,
667,,,
668,,,
669,,,
670,false,false,false
671,true,false,false
672,false,false,false
673,false,true,true
674,false,false,true
675,,,
676,,,
677,,,
678,,,
679,,,
680,false,false,false
681,false,false,false
682,false,false,false
683,false,false,false
684,false,false,false
685,,,
686,,,
687,,,
688,,,
689,,,
690,false,false,true
691,true,false,false
692,false,true,true
693,false,false,true
694,false,false,true
695,,,
696,,,
697,,,
698,,,
699,,,
700,false,false,false
701,false,false,false
702,false,false,false
703,false,false,false
704,false,false,false
705,,,
706,,,
707,,,
708,,,
709,,,
710,false,false,false
711,false,false,false
712,false,false,false
713,true,false,false
714,false,false,false
715,,,
716,,,
717,,,
718,,,
719,,,
720,false,false,false
721,false,false,false
722,false,false,false
723,false,false,false
724,true,false,false
725,,,
726,,,
727,,,
728,,,
729,,,
730,false,false,false
731,false,false,false
732,false,false,false
733,false,false,false
734,true,false,false
735,,,
736,,,
737,,,
738,,,
739,,,
740,false,false,true
741,false,false,true
742,false,false,false
743,false,false,false
744,false,false,false
745,,,
746,,,
747,,,
748,,,
749,,,
750,false,false,true
751,true,false,false
752,false,false,false
753,false,true,true
754,false,false,true
755,,,
756,,,
757,,,
758,,,
759,,,
760,false,false,false
761,false,false,false
762,false,false,false
763,false,false,false
764,false,false,false
765,,,
766,,,
767,,,
768,,,
769,,,
770,true,false,true
771,false,true,true
772,false,false,true
773,false,false,true
774,false,false,false
775,,,
776,,,
777,,,
778,,,
779,,,
780,false,false,true
781,false,false,true
782,false,false,false
783,true,false,false
784,false,false,false
785,,,
786,,,
787,,,
788,,,
789,,,
790,false,false,false
791,false,false,false
792,false,false,false
793,false,false,false
794,false,false,false
795,,,
796,,,
797,,,
798,,,
799,,,
800,false,true,true
801,false,false,true
802,false,false,true
803,false,false,false
804,false,false,false
805,,,
806,,,
807,,,
808,,,
809,,,
810,true,false,false
811,false,true,true
812,false,false,true
813,false,false,true
814,false,false,false
815,,,
816,,,
817,,,
818,,,
819,,,
820,false,true,true
821,false,false,true
822,false,false,true
823,false,false,false
824,false,false,false
825,,,
826,,,
827,,,
828,,,
829,,,
830,false,true,true
831,false,false,true
832,false,false,true
833,true,false,false
834,false,false,false
835,,,
836,,,
837,,,
838,,,
839,,,
840,false,false,false
841,false,true,true
842,false,false,true
843,false,false,true
844,false,false,false
845,,,
846,,,
847,,,
848,,,
849,,,
850,false,false,false
851,false,false,false
852,false,false,false
853,false,false,false
854,false,false,false
855,,,
856,,,
857,,,
858,,,
859,,,
860,false,false,false
861,false,false,false
862,false,true,true
863,false,false,true
864,false,false,true
865,,,
866,,,
867,,,
868,,,
869,,,
870,false,false,false
871,false,true,true
872,false,false,true
873,false,false,true
874,true,false,false
875,,,
876,,,
877,,,
878,,,
879,,,
880,true,false,false
881,false,true,true
882,false,false,true
883,false,false,true
884,false,false,false
885,,,
886,,,
887,,,
888,,,
889,,,
890,true,false,false
891,false,false,false
892,false,false,false
893,false,true,true
894,false,false,true
895,,,
896,,,
897,,,
898,,,
899,,,
900,false,false,false
901,false,false,false
902,false,false,false
903,false,false,false
904,true,false,false
905,,,
906,,,
907,,,
908,,,
909,,,
910,false,false,false
911,false,false,false
912,false,false,false
913,false,false,false
914,false,false,false
915,,,
916,,,
917,,,
918,,,
919,,,
920,false,false,true
921,false,false,true
922,false,false,false
923,false,false,false
924,false,false,false
925,,,
926,,,
927,,,
928,,,
929,,,
930,false,false,false
931,false,false,false
932,false,false,false
933,true,false,false
934,false,false,false
935,,,
936,,,
937,,,
938,,,
939,,,
940,false,true,true
941,false,false,true
942,false,false,true
943,true,false,false
944,false,true,true
945,,,
946,,,
947,,,
948,,,
949,,,
950,false,false,false
951,false,false,false
952,false,false,false
953,false,false,false
954,false,false,false
955,,,
956,,,
957,,,
958,,,
959,,,
960,false,false,false
961,false,false,false
962,false,true,true
963,false,false,true
964,false,false,true
965,,,
966,,,
967,,,
968,,,
969,,,
970,false,false,false
971,false,false,false
972,false,false,false
973,true,false,false
974,false,false,false
975,,,
976,,,
977,,,
978,,,
979,,,
980,false,false,false
981,false,true,true
982,false,false,true
983,false,false,true
984,true,false,false
985,,,
986,,,
987,,,
988,,,
989,,,
990,false,false,false
991,false,false,false
992,false,false,false
993,false,false,false
994,false,false,false
995,,,
996,,,
997,,,
998,,,
999,,,
1000,false,false,true
1001,false,false,true
1002,true,false,false
1003,false,false,false
1004,false,true,true
1005,,,
1006,,,
1007,,,
1008,,,
1009,,,
1010,false,false,false
1011,false,false,false
1012,false,false,false
1013,false,false,false
1014,false,false,false
1015,,,
1016,,,
1017,,,
1018,,,
1019,,,
1020,false,true,true
1021,false,false,true
1022,false,false,true
1023,false,false,false
1024,false,false,false
1025,,,
1026,,,
1027,,,
1028,,,
1029,,,
1030,false,false,true
1031,false,false,false
1032,false,false,false
1033,false,false,false
1034,true,false,false
1035,,,
1036,,,
1037,,,
1038,,,
1039,,,
1040,false,false,true
1041,false,false,true
1042,true,false,false
1043,false,false,false
1044,false,false,false
1045,,,
1046,,,
1047,,,
1048,,,
1049,,,
1050,false,false,false
1051,false,false,false
1052,true,false,false
1053,false,false,false
1054,false,false,false
1055,,,
1056,,,
1057,,,
1058,,,
1059,,,
1060,false,true,true
1061,false,false,true
1062,false,false,true
1063,true,false,false
1064,false,false,false
1065,,,
1066,,,
1067,,,
1068,,,
1069,,,
1070,false,false,false
1071,false,false,false
1072,true,false,true
1073,false,true,true
1074,false,false,true
1075,,,
1076,,,
1077,,,
1078,,,
1079,,,
1080,false,false,false
1081,false,false,false
1082,false,false,false
1083,false,false,false
1084,false,false,false
1085,,,
1086,,,
1087,,,
1088,,,
1089,,,
1090,true,false,false
1091,false,true,true
1092,false,false,true
1093,false,false,true
1094,false,false,false
1095,,,
1096,,,
1097,,,
1098,,,
1099,,,
1100,false,false,false
1101,false,false,false
1102,false,false,false
1103,false,false,false
1104,true,false,false
1105,,,
1106,,,
1107,,,
1108,,,
1109,,,
1110,false,false,false
1111,true,false,false
1112,false,true,true
1113,false,false,true
1114,false,false,true
1115,,,
1116,,,
1117,,,
1118,,,
1119,,,
1120,false,true,true
1121,false,false,true
1122,false,false,true
1123,false,false,false
1124,false,false,false
1125,,,
1126,,,
1127,,,
1128,,,
1129,,,
1130,false,false,true
1131,false,false,false
1132,false,false,false
1133,false,false,false
1134,false,false,false
1135,,,
1136,,,
1137,,,
1138,,,
1139,,,
1140,false,false,false
1141,false,false,false
1142,false,false,false
1143,false,false,false
1144,false,false,false
1145,,,
1146,,,
1147,,,
1148,,,
1149,,,
1150,false,false,false
1151,false,false,false
1152,false,false,false
1153,false,false,false
1154,false,false,false
1155,,,
1156,,,
1157,,,
1158,,,
1159,,,
1160,false,false,true
1161,true,false,false
1162,false,false,false
1163,false,false,false
1164,false,true,true
1165,,,
1166,,,
1167,,,
1168,,,
1169,,,
1170,false,false,false
1171,true,false,true
1172,false,false,false
1173,false,false,false
1174,false,true,true
1175,,,
1176,,,
1177,,,
1178,,,
1179,,,
1180,true,false,false
1181,false,false,false
1182,false,true,true
1183,false,false,true
1184,false,false,true
1185,,,
1186,,,
1187,,,
1188,,,
1189,,,
1190,false,false,true
1191,false,false,false
1192,false,false,false
1193,false,false,false
1194,false,false,false
1195,,,
1196,,,
1197,,,
1198,,,
1199,,,
1200,false,false,false
1201,false,false,false
1202,false,true,true
1203,false,false,true
1204,false,false,true
1205,,,
1206,,,
1207,,,
1208,,,
1209,,,
1210,false,false,false
1211,false,false,false
1212,false,false,false
1213,true,false,false
1214,false,false,false
1215,,,
1216,,,
1217,,,
1218,,,
1219,,,
1220,false,false,false
1221,false,false,false
1222,false,true,true
1223,false,false,true
1224,false,false,true
1225,,,
1226,,,
1227,,,
1228,,,
1229,,,
1230,false,false,false
1231,false,false,false
1232,false,false,false
1233,false,false,false
1234,false,false,false
1235,,,
1236,,,
1237,,,
1238,,,
1239,,,
1240,false,false,false
1241,false,false,false
1242,false,false,false
1243,false,false,false
1244,false,false,false
1245,,,
1246,,,
1247,,,
1248,,,
1249,,,
1250,false,false,false
1251,false,false,false
1252,false,false,false
1253,false,false,false
1254,true,false,false
1255,,,
1256,,,
1257,,,
1258,,,
1259,,,
1260,false,false,false
1261,false,false,false
1262,false,false,false
1263,false,false,false
1264,false,false,false
1265,,,
1266,,,
1267,,,
1268,,,
1269,,,
1270,true,false,false
1271,false,false,false
1272,false,false,false
1273,false,true,true
1274,false,false,true
1275,,,
1276,,,
1277,,,
1278,,,
1279,,,
1280,false,false,true
1281,false,false,true
1282,true,false,false
1283,false,false,false
1284,false,true,true
1285,,,
1286,,,
1287,,,
1288,,,
1289,,,
1290,false,false,false
1291,false,false,false
1292,false,false,false
1293,false,false,false
1294,false,false,false
1295,,,
1296,,,
1297,,,
1298,,,
1299,,,
1300,false,false,false
1301,false,false,false
1302,false,true,false
1303,false,false,false
1304,false,false,false
1305,,,
1306,,,
1307,,,
1308,,,
1309,,,
1310,false,false,true
1311,true,false,false
1312,false,false,false
1313,false,true,true
1314,false,false,true
1315,,,
1316,,,
1317,,,
1318,,,
1319,,,
1320,false,false,false
1321,false,false,false
1322,false,false,false
1323,false,false,false
1324,false,false,false
1325,,,
1326,,,
1327,,,
1328,,,
1329,,,
1330,false,false,false
1331,false,false,false
1332,false,false,false
1333,false,false,false
1334,true,false,false
1335,,,
1336,,,
1337,,,
1338,,,
1339,,,
1340,false,false,false
1341,false,false,false
1342,false,false,false
1343,false,false,false
1344,false,false,false
1345,,,
1346,,,
1347,,,
1348,,,
1349,,,
1350,false,false,false
1351,false,false,false
1352,true,false,true
1353,false,false,false
1354,false,false,false
1355,,,
1356,,,
1357,,,
1358,,,
1359,,,
1360,false,false,false
1361,false,false,false
1362,false,false,false
1363,false,false,false
1364,false,false,false
1365,,,
1366,,,
1367,,,
1368,,,
1369,,,
1370,true,false,false
1371,false,false,false
1372,false,false,false
1373,false,true,true
1374,false,false,true
1375,,,
1376,,,
1377,,,
1378,,,
1379,,,
1380,false,false,false
1381,false,false,false
1382,false,false,false
1383,false,false,false
1384,false,false,false
1385,,,
1386,,,
1387,,,
1388,,,
1389,,,
1390,false,false,true
1391,false,false,false
1392,false,false,false
1393,false,false,false
1394,true,false,false
1395,,,
1396,,,
1397,,,
1398,,,
1399,,,
1400,false,false,false
1401,false,false,false
1402,false,false,false
1403,false,false,false
1404,false,false,false
1405,,,
1406,,,
1407,,,
1408,,,
1409,,,
1410,false,false,false
1411,true,false,false
1412,false,false,false
1413,false,true,true
1414,false,false,true
1415,,,
1416,,,
1417,,,
1418,,,
1419,,,
1420,false,false,false
1421,false,false,false
1422,true,false,true
1423,false,false,false
1424,false,false,false
1425,,,
1426,,,
1427,,,
1428,,,
1429,,,
1430,false,false,false
1431,false,false,false
1432,false,false,false
1433,false,false,false
1434,false,false,false
1435,,,
1436,,,
1437,,,
1438,,,
1439,,,
1440,true,false,true
1441,false,false,false
1442,false,true,true
1443,false,false,true
1444,false,false,true
1445,,,
1446,,,
1447,,,
1448,,,
1449,,,
1450,false,true,true
1451,false,false,true
1452,false,false,true
1453,false,false,false
1454,false,false,false
1455,,,
1456,,,
1457,,,
1458,,,
1459,,,
1460,false,false,false
1461,false,false,false
1462,false,false,false
1463,false,false,false
1464,false,false,false
1465,,,
1466,,,
1467,,,
1468,,,
1469,,,
1470,false,false,true
1471,false,false,false
1472,false,false,false
1473,false,false,false
1474,false,false,false
1475,,,
1476,,,
1477,,,
1478,,,
1479,,,
1480,false,false,false
1481,false,false,false
1482,false,false,false
1483,false,false,false
1484,true,false,false
1485,,,
1486,,,
1487,,,
1488,,,
1489,,,
1490,false,false,false
1491,false,false,false
1492,false,false,false
1493,false,false,false
1494,true,false,false
1495,,,
1496,,,
1497,,,
1498,,,
1499,,,
1500,false,false,true
1501,false,false,true
1502,false,false,false
1503,false,false,false
1504,false,false,false
1505,,,
1506,,,
1507,,,
1508,,,
1509,,,
1510,true,false,false
1511,false,false,false
1512,false,false,false
1513,false,true,true
1514,false,false,true
1515,,,
1516,,,
1517,,,
1518,,,
1519,,,
1520,false,false,false
1521,false,false,false
1522,false,false,false
1523,true,false,false
1524,false,false,false
1525,,,
1526,,,
1527,,,
1528,,,
1529,,,
1530,false,false,true
1531,false,false,true
1532,false,false,false
1533,false,false,false
1534,false,false,false
1535,,,
1536,,,
1537,,,
1538,,,
1539,,,
1540,false,true,true
1541,false,false,true
1542,false,false,true
1543,false,false,false
1544,false,false,false
1545,,,
1546,,,
1547,,,
1548,,,
1549,,,
1550,false,false,true
1551,false,false,true
1552,false,false,false
1553,true,false,false
1554,false,false,false
1555,,,
1556,,,
1557,,,
1558,,,
1559,,,
1560,false,false,false
1561,false,false,false
1562,false,false,false
1563,false,false,false
1564,false,false,false
1565,,,
1566,,,
1567,,,
1568,,,
1569,,,
1570,false,false,false
1571,false,true,false
1572,false,false,false
1573,false,false,false
1574,true,false,false
1575,,,
1576,,,
1577,,,
1578,,,
1579,,,
1580,false,true,true
1581,false,false,true
1582,false,false,true
1583,true,false,false
1584,false,true,true
1585,,,
1586,,,
1587,,,
1588,,,
1589,,,
1590,false,false,true
1591,true,false,false
1592,false,false,false
1593,false,false,false
1594,false,true,true
1595,,,
1596,,,
1597,,,
1598,,,
1599,,,
1600,true,false,false
1601,false,true,true
1602,false,false,true
1603,false,false,true
1604,false,false,false
1605,,,
1606,,,
1607,,,
1608,,,
1609,,,
1610,false,false,false
1611,false,true,true
1612,false,false,true
1613,false,false,true
1614,false,false,false
1615,,,
1616,,,
1617,,,
1618,,,
1619,,,
1620,false,false,false
1621,false,false,false
1622,false,false,false
1623,false,true,true
1624,false,false,true
1625,,,
1626,,,
1627,,,
1628,,,
1629,,,
1630,false,false,true
1631,false,false,true
1632,false,false,false
1633,false,false,false
1634,false,false,false
1635,,,
1636,,,
1637,,,
1638,,,
1639,,,
1640,false,false,true
1641,false,false,true
1642,false,false,false
1643,false,false,false
1644,false,false,false
1645,,,
1646,,,
1647,,,
1648,,,
1649,,,
1650,false,false,false
1651,false,true,true
1652,false,false,true
1653,false,false,true
1654,true,false,true
1655,,,
1656,,,
1657,,,
1658,,,
1659,,,
1660,false,false,true
1661,false,false,true
1662,true,false,false
1663,false,true,true
1664,false,false,true
1665,,,
1666,,,
1667,,,
1668,,,
1669,,,
1670,false,false,false
1671,false,false,false
1672,false,false,false
1673,true,false,false
1674,false,false,false
1675,,,
1676,,,
1677,,,
1678,,,
1679,,,
1680,false,false,false
1681,false,false,false
1682,true,false,false
1683,false,true,false
1684,false,false,false
1685,,,
1686,,,
1687,,,
1688,,,
1689,,,
1690,false,false,false
1691,false,false,false
1692,false,false,false
1693,false,false,false
1694,false,false,false
1695,,,
1696,,,
1697,,,
1698,,,
1699,,,
1700,false,false,true
1701,true,false,false
1702,false,false,false
1703,false,false,false
1704,false,false,true
1705,,,
1706,,,
1707,,,
1708,,,
1709,,,
1710,false,false,true
1711,true,false,false
1712,false,false,false
1713,false,true,true
1714,false,false,true
1715,,,
1716,,,
1717,,,
1718,,,
1719,,,
1720,false,false,false
1721,false,false,false
1722,false,false,false
1723,false,false,false
1724,false,false,false
1725,,,
1726,,,
1727,,,
1728,,,
1729,,,
1730,false,false,false
1731,false,false,false
1732,false,false,false
1733,false,false,false
1734,false,false,false
1735,,,
1736,,,
1737,,,
1738,,,
1739,,,
1740,false,false,false
1741,false,false,false
1742,false,false,false
1743,false,false,false
1744,false,false,false
1745,,,
1746,,,
1747,,,
1748,,,
1749,,,
1750,false,false,false
1751,false,false,false
1752,true,false,false
1753,false,true,true
1754,false,false,true
1755,,,
1756,,,
1757,,,
1758,,,
1759,,,
1760,false,false,false
1761,false,false,false
1762,false,false,false
1763,false,false,false
1764,false,false,false
1765,,,
1766,,,
1767,,,
1768,,,
1769,,,
1770,false,true,true
1771,false,false,true
1772,false,false,true
1773,true,false,false
1774,false,true,true
1775,,,
1776,,,
1777,,,
1778,,,
1779,,,
1780,false,false,false
1781,false,false,false
1782,false,false,false
1783,false,false,false
1784,false,false,false
1785,,,
1786,,,
1787,,,
1788,,,
1789,,,
1790,false,false,true
1791,false,false,true
1792,false,false,false
1793,false,false,false
1794,false,false,false
1795,,,
1796,,,
1797,,,
1798,,,
1799,,,
1800,false,false,false
1801,false,false,false
1802,true,false,false
1803,false,false,false
1804,false,false,false
1805,,,
1806,,,
1807,,,
1808,,,
1809,,,
1810,false,false,false
1811,false,false,false
1812,false,false,false
1813,false,false,false
1814,false,false,false
1815,,,
1816,,,
1817,,,
1818,,,
1819,,,
1820,false,false,false
1821,false,false,false
1822,false,false,false
1823,false,false,false
1824,true,false,false
1825,,,
1826,,,
1827,,,
1828,,,
1829,,,
1830,false,false,false
1831,false,false,false
1832,false,false,false
1833,false,false,false
1834,false,false,false
1835,,,
1836,,,
1837,,,
1838,,,
1839,,,
1840,false,false,false
1841,true,false,true
1842,false,true,true
1843,false,false,true
1844,false,false,true
1845,,,
1846,,,
1847,,,
1848,,,
1849,,,
1850,false,false,true
1851,false,false,false
1852,false,false,false
1853,false,false,false
1854,false,false,false
1855,,,
1856,,,
1857,,,
1858,,,
1859,,,
1860,false,false,false
1861,false,false,false
1862,false,false,false
1863,false,false,false
1864,true,false,false
1865,,,
1866,,,
1867,,,
1868,,,
1869,,,
1870,false,false,false
1871,false,false,false
1872,false,false,false
1873,false,false,false
1874,false,false,false
1875,,,
1876,,,
1877,,,
1878,,,
1879,,,
1880,false,false,false
1881,true,false,false
1882,false,false,false
1883,false,false,false
1884,false,false,true
1885,,,
1886,,,
1887,,,
1888,,,
1889,,,
1890,false,false,false
1891,false,false,false
1892,false,false,false
1893,false,false,false
1894,false,false,false
1895,,,
1896,,,
1897,,,
1898,,,
1899,,,
1900,false,false,false
1901,true,false,false
1902,false,true,true
1903,false,false,true
1904,false,false,true
1905,,,
1906,,,
1907,,,
1908,,,
1909,,,
1910,false,false,false
1911,false,false,false
1912,false,false,false
1913,false,false,false
1914,false,false,false
1915,,,
1916,,,
1917,,,
1918,,,
1919,,,
1920,false,false,false
1921,true,false,false
1922,false,false,false
1923,false,false,false
1924,false,true,true
1925,,,
1926,,,
1927,,,
1928,,,
1929,,,
1930,false,false,false
1931,false,false,false
1932,false,false,false
1933,false,false,false
1934,false,false,false
1935,,,
1936,,,
1937,,,
1938,,,
1939,,,
1940,false,false,true
1941,false,false,false
1942,false,false,false
1943,false,false,false
1944,false,false,false
1945,,,
1946,,,
1947,,,
1948,,,
1949,,,
1950,false,false,false
1951,false,false,false
1952,false,false,false
1953,false,false,false
1954,true,false,false
1955,,,
1956,,,
1957,,,
1958,,,
1959,,,
1960,false,false,false
1961,false,false,false
1962,false,false,false
1963,false,false,false
1964,false,false,false
1965,,,
1966,,,
1967,,,
1968,,,
1969,,,
1970,false,false,true
1971,false,false,true
1972,false,false,false
1973,true,false,true
1974,false,false,false
1975,,,
1976,,,
1977,,,
1978,,,
1979,,,
1980,false,false,true
1981,false,false,true
1982,false,false,false
1983,false,false,false
1984,true,false,false
1985,,,
1986,,,
1987,,,
1988,,,
1989,,,
1990,false,false,false
1991,true,false,false
1992,false,false,true
1993,false,false,true
1994,false,false,true
1995,,,
1996,,,
