time,p,r,s,q,n,x,y
80,False,False,False,False,False,False,True
81,True,False,False,False,True,False,True
82,False,False,True,False,False,False,True
83,False,True,False,False,False,False,True
84,False,False,False,True,False,False,True
85,False,False,True,False,False,False,False
86,False,True,False,False,False,False,False
87,True,False,False,False,False,False,True
88,False,False,True,False,True,False,True
89,False,True,False,False,False,False,False
90,False,False,False,False,True,False,True
91,False,False,True,True,False,True,True
92,False,True,False,False,False,False,True
93,False,False,False,False,False,False,True
94,False,False,False,False,False,False,True
95,False,False,True,False,True,False,True
96,True,True,False,False,True,False,True
97,False,False,False,False,False,False,True
98,False,False,False,True,False,False,False
99,False,False,False,False,False,False,False
100,True,False,True,False,False,False,True
101,False,True,False,False,False,False,True
102,False,False,False,False,False,False,False
103,False,False,False,False,True,False,False
104,False,False,True,False,False,True,True
105,False,True,False,True,False,False,True
106,False,False,False,False,False,False,True
107,True,False,False,False,False,False,True
108,True,False,False,False,False,False,True
109,False,False,True,False,True,False,True
110,False,True,False,False,True,False,True
111,False,False,False,False,False,False,False
112,False,False,False,True,False,False,False
113,False,False,False,False,False,False,False
114,True,False,True,False,False,False,True
115,False,True,False,False,False,False,True
116,False,False,False,False,True,False,False
117,False,False,True,False,False,True,True
118,False,True,False,False,True,False,True
119,False,False,False,True,False,False,True
120,False,False,False,False,False,False,True
121,False,False,True,False,False,False,True
122,False,True,False,False,False,False,True
123,True,False,False,False,True,False,True
124,False,False,True,False,False,False,True
125,False,True,False,False,True,False,False
126,False,False,False,True,False,False,False
127,True,False,False,False,False,False,True
128,False,False,True,False,False,False,True
129,False,True,False,False,False,False,False
130,False,False,False,False,False,True,True
131,False,False,False,False,False,False,True
132,False,False,True,False,True,False,True
133,False,True,False,True,False,False,True
134,False,False,False,False,False,False,True
135,False,False,False,False,False,False,True
136,True,False,False,False,False,False,True
137,True,False,True,False,True,False,True
138,False,True,False,False,True,False,False
139,False,False,False,False,False,False,True
140,False,False,False,True,False,False,False
141,False,False,True,False,False,False,True
142,False,True,False,False,False,False,False
143,False,False,False,False,False,True,True
144,False,False,False,False,False,False,True
145,False,False,True,False,False,False,True
146,True,True,False,False,False,False,True
147,False,False,False,True,False,False,True
148,False,False,False,False,False,False,True
149,False,False,True,False,False,False,True
150,False,True,False,False,False,False,True
151,False,False,False,False,True,False,False
152,True,False,True,False,False,False,False
153,False,True,False,False,True,False,True
154,False,False,False,True,False,False,True
155,False,False,False,False,False,False,True
156,False,False,True,False,False,True,True
157,False,True,False,False,False,False,True
158,False,False,False,False,True,False,True
159,True,False,True,False,False,False,True
160,False,True,False,False,False,False,True
161,False,False,False,True,False,False,True
162,False,False,False,False,False,False,True
163,True,False,True,False,False,False,False
164,False,True,False,False,False,False,True
165,False,False,False,False,True,False,False
166,True,False,True,False,True,False,False
167,False,True,False,False,False,False,True
168,True,False,False,True,False,False,True
169,True,False,False,False,False,True,True
170,False,False,True,False,False,False,True
171,False,True,False,False,False,False,True
172,False,False,False,False,True,False,True
173,False,False,False,False,True,False,True
174,False,False,False,False,False,False,True
175,False,False,True,True,False,False,True
176,False,True,False,False,False,False,True
177,True,False,False,False,False,False,True
178,False,False,True,False,False,False,True
179,False,True,False,False,True,False,True
180,False,False,False,False,False,False,False
181,False,False,False,False,True,False,True
182,False,False,True,True,False,True,True
183,False,True,False,False,False,False,True
184,False,False,False,False,False,False,True
185,True,False,False,False,False,False,True
186,False,False,True,False,False,False,True
187,False,True,False,False,False,False,True
188,False,False,False,False,True,False,True
189,False,False,False,True,False,False,False
190,False,False,False,False,False,False,False
191,False,False,True,False,False,False,True
192,False,True,False,False,False,False,False
193,False,False,False,False,False,False,False
194,True,False,True,False,False,False,False
195,False,True,False,False,False,True,True
196,False,False,False,True,False,False,True
197,False,False,False,False,False,False,True
198,False,False,True,False,False,False,True
199,True,True,False,False,False,False,True
200,False,False,False,False,False,False,True
201,False,False,False,False,True,False,True
202,False,False,True,False,True,False,True
203,False,True,False,True,False,False,True
204,False,False,False,False,False,False,True
205,False,False,False,False,False,False,False
206,True,False,False,False,False,False,False
207,True,False,True,False,True,False,False
208,False,True,False,False,False,True,True
209,True,False,False,False,True,False,True
210,False,False,False,True,False,False,True
211,False,False,True,False,False,False,True
212,False,True,False,False,False,False,True
213,False,False,False,False,False,False,True
214,False,False,False,False,False,False,True
215,False,False,True,False,False,False,False
216,False,True,False,False,True,False,False
217,True,False,False,True,False,False,False
218,False,False,True,False,False,False,False
219,False,True,False,False,False,False,True
220,False,False,False,False,False,False,True
221,False,False,False,False,True,True,True
222,False,False,False,False,False,False,True
223,False,False,True,False,True,False,True
224,True,True,False,True,False,False,True
225,False,False,False,False,False,False,True
226,False,False,False,False,False,False,True
227,False,False,True,False,False,False,True
228,False,True,False,False,False,False,True
229,False,False,False,False,True,False,True
230,False,False,False,False,False,False,True
231,True,False,True,True,False,False,False
232,False,True,False,False,False,False,True
233,False,False,False,False,False,False,False
234,False,False,False,False,False,True,True
235,False,False,True,False,True,False,True
236,False,True,False,False,False,False,True
237,False,False,False,False,True,False,True
238,False,False,False,True,False,False,True
239,True,False,False,False,False,False,True
240,False,False,True,False,False,False,True
241,False,True,False,False,False,False,True
242,False,False,False,False,False,False,True
243,False,False,False,False,False,False,True
244,True,False,False,False,False,False,True
245,False,False,True,True,False,False,True
246,False,True,False,False,False,False,True
247,False,False,False,False,False,True,True
248,True,False,True,False,False,False,True
249,False,True,False,False,False,False,True
250,False,False,False,False,False,False,True
251,False,False,False,False,False,False,True
252,False,False,False,True,False,False,True
253,False,False,True,False,False,False,True
254,False,True,False,False,False,False,False
255,False,False,False,False,False,False,False
256,False,False,False,False,True,False,True
257,False,False,False,False,False,False,True
258,True,False,True,False,False,False,True
259,False,True,False,True,False,False,True
260,False,False,False,False,False,True,True
261,False,False,False,False,False,False,True
262,False,False,False,False,False,False,True
263,False,False,True,False,False,False,True
264,True,True,False,False,True,False,True
265,False,False,False,False,True,False,True
266,False,False,True,True,False,False,True
267,False,True,False,False,False,False,True
268,False,False,False,False,False,False,False
269,False,False,True,False,False,False,False
270,False,True,False,False,True,False,False
271,False,False,False,False,False,False,True
272,False,False,True,False,True,False,False
273,True,True,False,True,False,True,True
274,False,False,False,False,False,False,True
275,True,False,False,False,False,False,True
276,False,False,True,False,False,False,True
277,False,True,False,False,True,False,True
278,False,False,False,False,True,False,True
279,False,False,False,False,False,False,True
280,False,False,False,True,False,False,True
281,False,False,True,False,False,False,True
282,True,True,False,False,False,False,True
283,False,False,False,False,False,False,True
284,False,False,False,False,True,False,False
285,True,False,False,False,False,False,False
286,False,False,True,False,True,True,True
287,False,True,False,True,False,False,True
288,False,False,False,False,False,False,True
289,False,False,False,False,False,False,True
290,False,False,True,False,False,False,True
291,False,True,False,False,False,False,True
292,False,False,False,False,False,False,True
293,True,False,False,False,False,False,True
294,True,False,True,True,False,False,False
295,True,True,False,False,False,False,False
296,False,False,False,False,False,False,False
297,True,False,False,False,False,False,True
298,False,False,False,False,False,False,False
299,False,False,True,False,True,True,True
300,False,True,False,False,True,False,True
301,False,False,False,True,False,False,True
302,True,False,True,False,False,False,True
303,False,True,False,False,False,False,True
304,False,False,False,False,False,False,True
305,False,False,False,False,True,False,True
306,False,False,True,False,True,False,True
307,False,True,False,False,True,False,True
308,False,False,False,True,False,False,False
309,False,False,True,False,False,False,False
310,False,True,False,False,False,False,False
311,True,False,False,False,False,False,False
312,False,False,False,False,True,True,True
313,False,False,False,False,False,False,True
314,False,False,True,False,False,False,True
315,False,True,False,True,False,False,True
316,False,False,False,False,False,False,True
317,True,False,True,False,False,False,True
318,True,True,False,False,False,False,True
319,False,False,False,False,False,False,True
320,False,False,True,False,False,False,True
321,False,True,False,False,True,False,True
322,False,False,False,True,False,False,False
323,False,False,False,False,False,False,False
324,False,False,False,False,False,False,True
325,True,False,True,False,False,True,True
326,False,True,False,False,False,False,True
327,False,False,False,False,True,False,True
328,False,False,False,False,True,False,True
329,True,False,True,True,False,False,True
330,False,True,False,False,False,False,True
331,False,False,False,False,False,False,True
332,False,False,False,False,False,False,True
333,True,False,False,False,True,False,False
334,False,False,True,False,True,False,False
335,False,True,False,False,False,False,False
336,False,False,False,True,False,False,False
337,False,False,False,False,False,False,False
338,False,False,False,False,False,True,True
339,False,False,True,False,False,False,True
340,False,True,False,False,False,False,True
341,False,False,False,False,True,False,True
342,False,False,False,False,True,False,True
343,True,False,False,True,False,False,True
344,False,False,True,False,False,False,True
345,False,True,False,False,False,False,False
346,False,False,False,False,False,False,False
347,False,False,False,False,True,False,True
348,False,False,False,False,False,False,True
349,True,False,True,False,False,False,True
350,False,True,False,True,False,False,False
351,True,False,False,False,False,True,True
352,False,False,False,False,False,False,True
353,False,False,False,False,False,False,True
354,True,False,True,False,False,False,True
355,False,True,False,False,False,False,True
356,False,False,False,False,False,False,True
357,False,False,True,True,False,False,True
358,False,True,False,False,False,False,True
359,False,False,False,False,False,False,False
360,False,False,True,False,False,False,True
361,True,True,False,False,False,False,True
362,False,False,False,False,True,False,True
363,True,False,False,False,False,False,True
364,False,False,False,True,False,True,True
365,False,False,True,False,False,False,True
366,False,True,False,False,False,False,True
367,False,False,False,False,False,False,True
368,False,False,False,False,True,False,True
369,False,False,True,False,False,False,True
370,False,True,False,False,False,False,True
371,True,False,False,True,False,False,False
372,False,False,False,False,False,False,False
373,False,False,True,False,False,False,False
374,False,True,False,False,False,False,True
375,False,False,False,False,True,False,True
376,False,False,True,False,False,False,False
377,True,True,False,False,False,True,True
378,False,False,False,True,False,False,True
379,False,False,False,False,False,False,True
380,False,False,True,False,False,False,True
381,True,True,False,False,False,False,True
382,False,False,False,False,False,False,True
383,False,False,True,False,False,False,True
384,True,True,False,False,False,False,True
385,False,False,False,True,False,False,False
386,False,False,True,False,False,False,True
387,False,True,False,False,False,False,False
388,False,False,False,False,False,False,False
389,False,False,False,False,True,False,False
390,False,False,True,False,False,True,True
391,False,True,False,False,False,False,True
392,True,False,False,True,False,False,True
393,False,False,False,False,False,False,True
394,False,False,True,False,False,False,True
395,False,True,False,False,False,False,True
396,True,False,False,False,False,False,True
397,False,False,False,False,True,False,False
398,False,False,False,False,False,False,True
399,False,False,True,True,False,False,False
400,False,True,False,False,False,False,True
401,False,False,False,False,False,False,False
402,False,False,False,False,False,False,True
403,False,False,False,False,True,True,True
404,True,False,True,False,True,False,True
405,False,True,False,False,True,False,True
406,False,False,False,True,False,False,True
407,False,False,True,False,False,False,True
408,False,True,False,False,False,False,True
409,False,False,False,False,False,False,True
410,False,False,True,False,False,False,True
411,False,True,False,False,True,False,True
412,False,False,False,False,True,False,False
413,False,False,False,True,False,False,False
414,True,False,False,False,False,False,False
415,False,False,True,False,False,False,False
416,False,True,False,False,False,True,True
417,True,False,False,False,True,False,True
418,False,False,False,False,False,False,True
419,False,False,True,False,False,False,True
420,True,True,False,True,False,False,True
421,False,False,False,False,False,False,True
422,False,False,False,False,False,False,True
423,False,False,False,False,False,False,False
424,False,False,True,False,True,False,False
425,False,True,False,False,True,False,False
426,False,False,False,False,False,False,True
427,False,False,True,True,False,False,True
428,False,True,False,False,False,False,False
429,False,False,False,False,False,True,True
430,True,False,True,False,False,False,True
431,False,True,False,False,True,False,True
432,False,False,False,False,False,False,True
433,False,False,True,False,False,False,True
434,False,True,False,True,False,False,True
435,False,False,False,False,False,False,True
436,True,False,True,False,False,False,False
437,True,True,False,False,False,False,True
438,False,False,False,False,True,False,False
439,True,False,True,False,False,False,False
440,False,True,False,False,True,False,False
441,False,False,False,True,False,False,False
442,False,False,True,False,False,True,True
443,False,True,False,False,False,False,True
444,False,False,False,False,False,False,True
445,False,False,True,False,False,False,True
446,False,True,False,False,False,False,True
447,False,False,False,False,True,False,True
448,False,False,False,True,False,False,True
449,True,False,True,False,False,False,False
450,False,True,False,False,False,False,False
451,False,False,False,False,False,False,False
452,False,False,True,False,False,False,False
453,False,True,False,False,False,False,False
454,False,False,False,False,True,False,False
455,False,False,True,True,False,True,True
456,False,True,False,False,False,False,True
457,False,False,False,False,False,False,True
458,False,False,True,False,False,False,True
459,True,True,False,False,True,False,True
460,True,False,False,False,True,False,True
461,False,False,False,False,True,False,True
462,False,False,True,True,False,False,True
463,True,True,False,False,False,False,False
464,False,False,False,False,False,False,True
465,True,False,False,False,False,False,False
466,False,False,True,False,True,False,False
467,False,True,False,False,False,False,True
468,False,False,False,False,True,True,True
469,False,False,False,True,False,False,True
470,False,False,False,False,False,False,True
471,True,False,True,False,False,False,True
472,False,True,False,False,False,False,True
473,False,False,False,False,False,False,True
474,False,False,True,False,False,False,True
475,False,True,False,False,True,False,True
476,False,False,False,True,False,False,True
477,False,False,False,False,False,False,True
478,False,False,True,False,False,False,True
479,True,True,False,False,False,False,True
480,False,False,False,False,True,False,True
481,True,False,False,False,False,True,True
482,True,False,True,False,False,False,True
483,False,True,False,True,False,False,True
484,False,False,False,False,False,False,True
485,False,False,False,False,False,False,True
486,True,False,True,False,False,False,True
487,False,True,False,False,False,False,True
488,True,False,False,False,False,False,False
489,True,False,False,False,False,False,False
490,False,False,False,True,False,False,False
491,False,False,True,False,False,False,True
492,False,True,False,False,False,False,True
493,False,False,False,False,False,False,False
494,True,False,True,False,False,True,True
495,True,True,False,False,False,False,True
496,False,False,False,False,True,False,True
497,False,False,True,True,False,False,True
498,False,True,False,False,False,False,True
499,False,False,False,False,False,False,True
500,False,False,True,False,False,False,True
501,False,True,False,False,False,False,True
502,False,False,False,False,False,False,True
503,False,False,True,False,True,False,True
504,True,True,False,True,False,False,True
505,False,False,False,False,False,False,True
506,True,False,True,False,False,False,False
507,False,True,False,False,False,True,True
508,False,False,False,False,False,False,True
509,False,False,False,False,True,False,True
510,False,False,False,False,False,False,True
511,False,False,True,True,False,False,True
512,True,True,False,False,False,False,True
513,False,False,False,False,False,False,True
514,False,False,False,False,False,False,False
515,False,False,True,False,True,False,False
516,False,True,False,False,True,False,False
517,False,False,False,False,False,False,True
518,False,False,False,True,False,False,True
519,False,False,False,False,False,False,False
520,False,False,True,False,False,True,True
521,True,True,False,False,False,False,True
522,False,False,False,False,False,False,True
523,False,False,False,False,True,False,True
524,False,False,False,False,False,False,True
525,False,False,True,True,False,False,True
526,False,True,False,False,False,False,True
527,True,False,False,False,False,False,True
528,False,False,False,False,False,False,True
529,False,False,True,False,False,False,True
530,False,True,False,False,False,False,False
531,False,False,False,False,True,False,True
532,False,False,True,True,False,False,False
533,False,True,False,False,False,True,True
534,False,False,False,False,False,False,True
535,True,False,False,False,False,False,True
536,False,False,False,False,True,False,True
537,True,False,True,False,True,False,True
538,False,True,False,False,True,False,True
539,False,False,False,True,False,False,True
540,False,False,True,False,False,False,False
541,False,True,False,False,False,False,True
542,False,False,False,False,False,False,False
543,False,False,False,False,False,False,False
544,False,False,True,False,False,False,True
545,False,True,False,False,True,False,False
546,True,False,False,True,False,True,True
547,False,False,False,False,False,False,True
548,False,False,False,False,False,False,True
549,False,False,True,False,False,False,True
550,False,True,False,False,True,False,True
551,True,False,False,False,True,False,True
552,False,False,False,False,False,False,True
553,False,False,False,True,False,False,True
554,False,False,True,False,False,False,False
555,False,True,False,False,False,False,True
556,False,False,False,False,False,False,False
557,False,False,True,False,False,False,False
558,False,True,False,False,True,False,True
559,True,False,False,False,True,True,True
560,False,False,False,True,False,False,True
561,False,False,False,False,False,False,True
562,False,False,True,False,False,False,True
563,False,True,False,False,False,False,True
564,False,False,False,False,False,False,True
565,False,False,True,False,True,False,True
566,False,True,False,False,True,False,True
567,True,False,False,True,False,False,False
568,False,False,False,False,False,False,True
569,False,False,True,False,False,False,False
570,False,True,False,False,False,False,False
571,False,False,False,False,True,False,False
572,False,False,False,False,False,True,True
573,False,False,False,False,True,False,True
574,False,False,True,True,False,False,True
575,False,True,False,False,False,False,True
576,True,False,False,False,False,False,True
577,False,False,True,False,False,False,True
578,False,True,False,False,False,False,True
579,True,False,False,False,False,False,True
580,False,False,True,False,True,False,True
581,False,True,False,True,False,False,True
582,False,False,False,False,False,False,False
583,False,False,False,False,False,False,False
584,False,False,False,False,False,False,False
585,False,False,True,False,True,True,True
586,False,True,False,False,False,False,True
587,False,False,False,False,False,False,True
588,False,False,False,True,False,False,True
589,True,False,True,False,False,False,True
590,False,True,False,False,False,False,True
591,False,False,False,False,False,False,True
592,True,False,False,False,False,False,True
593,False,False,True,False,True,False,True
594,False,True,False,False,False,False,True
595,True,False,False,True,False,False,False
596,False,False,True,False,False,False,True
597,False,True,False,False,False,False,False
598,False,False,False,False,False,True,True
599,False,False,True,False,False,False,True
600,False,True,False,False,True,False,True
601,True,False,False,False,True,False,True
602,False,False,True,True,False,False,True
603,False,True,False,False,False,False,True
604,False,False,False,False,False,False,True
605,False,False,True,False,False,False,True
606,False,True,False,False,True,False,True
607,False,False,False,False,False,False,False
608,False,False,False,False,True,False,True
609,False,False,False,True,False,False,True
610,False,False,True,False,False,False,True
611,True,True,False,False,False,True,True
612,False,False,False,False,False,False,True
613,False,False,False,False,True,False,True
614,False,False,True,False,False,False,True
615,False,True,False,False,False,False,True
616,True,False,False,True,False,False,True
617,False,False,True,False,False,False,True
618,False,True,False,False,False,False,True
619,False,False,False,False,False,False,True
620,False,False,True,False,True,False,True
621,False,True,False,False,False,False,True
622,False,False,False,False,True,False,False
623,False,False,True,True,False,False,True
624,True,True,False,False,False,True,True
625,False,False,False,False,False,False,True
626,False,False,False,False,False,False,True
627,True,False,True,False,False,False,True
628,False,True,False,False,False,False,True
629,False,False,False,False,False,False,True
630,False,False,True,True,False,False,True
631,False,True,False,False,False,False,True
632,True,False,False,False,False,False,False
633,False,False,True,False,False,False,True
634,False,True,False,False,True,False,True
635,False,False,False,False,True,False,False
636,False,False,False,False,False,False,True
637,False,False,False,True,False,True,True
638,False,False,True,False,False,False,True
639,False,True,False,False,False,False,True
640,True,False,False,False,False,False,True
641,True,False,False,False,False,False,True
642,False,False,True,False,True,False,True
643,False,True,False,False,False,False,True
644,False,False,False,True,False,False,True
645,True,False,True,False,False,False,True
646,False,True,False,False,False,False,True
647,False,False,False,False,False,False,True
648,False,False,False,False,False,False,False
649,False,False,True,False,False,False,False
650,False,True,False,False,False,True,True
651,False,False,False,True,False,False,True
652,False,False,True,False,False,False,True
653,False,True,False,False,False,False,True
654,False,False,False,False,False,False,True
655,True,False,True,False,False,False,True
656,False,True,False,False,True,False,True
657,False,False,False,False,True,False,False
658,True,False,False,True,False,False,True
659,True,False,True,False,False,False,False
660,False,True,False,False,False,False,True
661,False,False,False,False,False,False,True
662,False,False,True,False,True,False,False
663,False,True,False,False,False,True,True
664,False,False,False,False,False,False,True
665,False,False,False,True,False,False,True
666,False,False,False,False,False,False,True
667,True,False,True,False,False,False,True
668,False,True,False,False,False,False,True
669,False,False,False,False,False,False,True
670,False,False,True,False,True,False,False
671,False,True,False,False,True,False,True
672,False,False,False,True,False,False,True
673,False,False,False,False,False,False,True
674,False,False,False,False,False,False,True
675,False,False,True,False,False,False,True
676,False,True,False,False,True,True,True
677,True,False,False,False,True,False,True
678,False,False,False,False,True,False,True
679,False,False,True,True,False,False,True
680,False,True,False,False,False,False,True
681,False,False,False,False,False,False,True
682,True,False,True,False,False,False,True
683,False,True,False,False,False,False,False
684,False,False,False,False,True,False,True
685,False,False,False,False,False,False,True
686,True,False,False,True,False,False,True
687,False,False,True,False,False,False,True
688,False,True,False,False,False,False,True
689,False,False,False,False,False,True,True
690,False,False,False,False,False,False,True
691,False,False,True,False,True,False,True
692,False,True,False,False,False,False,True
693,False,False,False,True,False,False,True
694,True,False,False,False,False,False,True
695,False,False,True,False,False,False,True
696,False,True,False,False,False,False,False
697,False,False,False,False,False,False,False
698,False,False,True,False,False,False,False
699,False,True,False,False,False,False,False
700,False,False,False,True,False,False,True
701,False,False,False,False,False,False,False
702,False,False,True,False,False,True,True
703,False,True,False,False,False,False,True
704,True,False,False,False,True,False,True
705,False,False,False,False,False,False,True
706,False,False,True,False,True,False,True
707,False,True,False,True,False,False,True
708,False,False,False,False,False,False,True
709,True,False,True,False,False,False,True
710,False,True,False,False,False,False,False
711,False,False,False,False,True,False,False
712,False,False,False,False,False,False,False
713,False,False,True,False,False,False,True
714,False,True,False,True,False,False,False
715,False,False,False,False,False,True,True
716,False,False,False,False,False,False,True
717,False,False,True,False,False,False,True
718,True,True,False,False,True,False,True
719,False,False,False,False,False,False,True
720,False,False,False,False,False,False,True
721,False,False,True,True,False,False,True
722,False,True,False,False,False,False,True
723,True,False,False,False,False,False,True
724,False,False,False,False,False,False,False
725,False,False,True,False,False,False,True
726,False,True,False,False,True,False,True
727,False,False,False,False,False,False,False
728,True,False,False,True,False,True,True
729,False,False,True,False,False,False,True
730,False,True,False,False,False,False,True
731,False,False,False,False,False,False,True
732,False,False,False,False,False,False,True
733,False,False,True,False,False,False,True
734,False,True,False,False,True,False,True
735,False,False,False,True,False,False,True
736,False,False,True,False,False,False,True
737,False,True,False,False,False,False,True
738,True,False,False,False,False,False,False
739,False,False,True,False,True,False,True
740,False,True,False,False,True,False,False
741,False,False,False,False,False,True,True
742,False,False,False,True,False,False,True
743,False,False,True,False,False,False,True
744,False,True,False,False,False,False,True
745,False,False,False,False,False,False,True
746,False,False,True,False,False,False,True
747,True,True,False,False,True,False,True
748,False,False,False,False,True,False,False
749,False,False,False,True,False,False,False
750,False,False,True,False,False,False,True
751,False,True,False,False,False,False,True
752,False,False,False,False,False,False,True
753,False,False,True,False,False,False,False
754,False,True,False,False,False,True,True
755,False,False,False,False,True,False,True
756,False,False,False,True,False,False,True
757,True,False,True,False,False,False,True
758,False,True,False,False,False,False,True
759,False,False,False,False,False,False,True
760,False,False,False,False,True,False,True
761,False,False,True,False,False,False,False
762,False,True,False,False,False,False,True
763,False,False,False,True,False,False,False
764,False,False,False,False,False,False,False
765,True,False,False,False,False,False,True
766,False,False,True,False,False,False,False
767,True,True,False,False,True,True,True
768,False,False,False,False,True,False,True
769,False,False,False,False,True,False,True
770,False,False,False,True,False,False,True
771,True,False,True,False,False,False,True
772,False,True,False,False,False,False,True
773,False,False,False,False,False,False,True
774,False,False,False,False,True,False,False
775,False,False,False,False,True,False,False
776,False,False,True,False,False,False,True
777,False,True,False,True,False,False,True
778,True,False,False,False,False,False,True
779,False,False,False,False,False,False,False
780,False,False,False,False,False,True,True
781,False,False,True,False,False,False,True
782,False,True,False,False,True,False,True
783,False,False,False,False,False,False,True
784,True,False,False,True,False,False,True
785,True,False,True,False,False,False,True
786,False,True,False,False,False,False,True
787,False,False,False,False,False,False,False
788,False,False,False,False,True,False,True
789,False,False,False,False,False,False,True
790,False,False,True,False,False,False,False
791,False,True,False,True,False,False,True
792,False,False,False,False,False,False,False
793,False,False,True,False,False,True,True
794,True,True,False,False,False,False,True
795,False,False,False,False,True,False,True
796,False,False,False,False,False,False,True
797,False,False,True,False,True,False,True
798,True,True,False,True,False,False,True
799,False,False,False,False,False,False,True
800,False,False,True,False,False,False,False
801,False,True,False,False,False,False,False
802,False,False,False,False,True,False,True
803,False,False,True,False,True,False,False
804,True,True,False,False,True,False,True
805,False,False,False,True,False,False,True
806,False,False,False,False,False,True,True
807,True,False,True,False,False,False,True
808,True,True,False,False,False,False,True
809,False,False,False,False,True,False,True
810,False,False,True,False,False,False,True
811,False,True,False,False,True,False,True
812,False,False,False,True,False,False,True
813,False,False,False,False,False,False,False
814,False,False,False,False,False,False,False
815,False,False,True,False,False,False,True
816,False,True,False,False,True,False,True
817,True,False,False,False,True,False,False
818,False,False,False,False,True,False,False
819,False,False,False,True,False,True,True
820,True,False,True,False,False,False,True
821,False,True,False,False,False,False,True
822,False,False,False,False,False,False,True
823,False,False,True,False,True,False,True
824,True,True,False,False,True,False,True
825,False,False,False,False,False,False,True
826,False,False,True,True,False,False,True
827,False,True,False,False,False,False,True
828,False,False,False,False,False,False,False
829,False,False,True,False,False,False,False
830,False,True,False,False,False,False,True
831,False,False,False,False,False,False,True
832,True,False,False,False,True,True,True
833,False,False,False,True,False,False,True
834,False,False,True,False,False,False,True
835,False,True,False,False,False,False,True
836,False,False,False,False,False,False,True
837,False,False,True,False,True,False,True
838,False,True,False,False,True,False,True
839,False,False,False,False,True,False,True
840,True,False,True,True,False,False,True
841,False,True,False,False,False,False,False
842,False,False,False,False,False,False,True
843,False,False,False,False,False,False,True
844,False,False,True,False,False,False,False
845,False,True,False,False,True,True,True
846,False,False,False,False,True,False,True
847,False,False,False,True,False,False,True
848,False,False,False,False,False,False,True
849,False,False,True,False,False,False,True
850,True,True,False,False,False,False,True
851,False,False,False,False,False,False,True
852,True,False,False,False,True,False,False
853,False,False,True,False,False,False,True
854,True,True,False,True,False,False,True
855,True,False,False,False,False,False,True
856,False,False,False,False,False,False,False
857,False,False,False,False,False,False,True
858,False,False,True,False,False,True,True
859,False,True,False,False,True,False,True
860,False,False,False,False,False,False,True
861,False,False,False,True,False,False,True
862,False,False,False,False,False,False,True
863,False,False,True,False,False,False,True
864,True,True,False,False,False,False,True
865,False,False,False,False,False,False,True
866,False,False,False,False,False,False,False
867,False,False,True,False,False,False,False
868,True,True,False,True,False,False,True
869,False,False,False,False,False,False,False
870,False,False,False,False,False,False,False
871,True,False,False,False,False,True,True
872,False,False,True,False,True,False,True
