ts,p,r,s
451,false,false,
452,false,false,
453,false,false,
454,true,false,
455,false,false,
456,false,true,
457,false,false,
458,false,false,
459,false,false,
460,false,false,
461,false,false,
462,false,false,
463,false,false,
464,false,false,
465,false,false,
466,false,false,
467,false,false,
468,false,false,
469,false,false,
470,false,false,
471,false,false,
472,true,false,
473,false,false,
474,false,false,
475,false,true,
476,false,false,
477,false,false,
478,true,false,
479,false,false,
480,false,true,
481,false,false,
482,false,false,
483,false,false,
484,false,false,
485,false,false,
486,false,false,
487,false,false,
488,false,false,
489,false,false,
490,false,false,
491,false,false,
492,false,false,
493,false,false,
494,true,false,
495,false,true,
496,false,false,
497,false,false,
498,false,false,
499,false,false,
500,false,false,
501,false,false,
502,false,false,
503,false,false,
504,false,false,
505,false,false,
506,false,false,
507,false,false,
508,false,false,
509,true,false,
510,false,false,
511,false,false,
512,false,true,
513,false,false,
514,false,false,
515,true,false,
516,false,true,
517,false,false,
518,false,false,
519,false,false,
520,false,false,
521,false,false,
522,false,false,
523,true,false,
524,false,true,
525,false,false,
526,false,false,
527,false,false,
528,false,false,
529,false,false,
530,false,false,
531,false,false,
532,false,false,
533,false,false,
534,false,false,
535,false,false,
536,false,false,
537,false,false,
538,true,false,
539,false,false,
540,false,false,
541,false,true,
542,false,false,
543,false,false,
544,false,false,
545,false,false,
546,false,false,
547,false,false,
548,false,false,
549,false,false,
550,false,false,
551,true,false,
552,false,false,
553,false,true,
554,false,false,
555,false,false,
556,false,false,
557,true,false,
558,false,false,
559,false,false,
560,false,true,
561,false,false,
562,false,false,
563,true,false,
564,false,false,
565,false,false,
566,false,true,
567,false,false,
568,false,false,
569,false,false,
570,false,false,
571,false,false,
572,false,false,
573,false,false,
574,false,false,
575,false,false,
576,false,false,
577,true,false,
578,false,false,
579,false,false,
580,false,true,
581,false,false,
582,false,false,
583,false,false,
584,false,false,
585,false,false,
586,false,false,
587,false,false,
588,false,false,
589,false,false,
590,false,false,
591,false,false,
592,false,false,
593,false,false,
594,false,false,
595,false,false,
596,false,false,
597,true,false,
598,false,true,
599,false,false,
600,false,false,
601,false,false,
602,false,false,
603,false,false,
604,false,false,
605,false,false,
606,false,false,
607,false,false,
608,false,false,
609,false,false,
610,true,false,
611,false,false,
612,false,false,
613,false,true,
614,false,false,
615,false,false,
616,false,false,
617,false,false,
618,true,false,
619,false,false,
620,false,true,
621,false,false,
622,false,false,
623,false,false,
624,false,false,
625,false,false,
626,false,false,
627,false,false,
628,false,false,
629,false,false,
630,false,false,
631,false,false,
632,false,false,
633,false,false,
634,false,false,
635,false,false,
636,false,false,
637,true,false,
638,false,false,
639,false,true,
640,false,false,
641,false,false,
642,false,false,
643,false,false,
644,false,false,
645,false,false,
646,true,false,
647,false,true,
648,false,false,
649,false,false,
650,false,false,
651,false,false,
652,false,false,
653,false,false,
654,false,false,
655,false,false,
656,false,false,
657,false,false,
658,false,false,
659,true,false,
660,false,false,
661,false,false,
662,false,true,
663,false,false,
664,false,false,
665,false,false,
666,false,false,
667,false,false,
668,false,false,
669,false,false,
670,false,false,
671,true,false,
672,false,false,
673,false,true,
674,false,false,
675,false,false,
676,false,false,
677,false,false,
678,false,false,
679,false,false,
680,false,false,
681,false,false,
682,false,false,
683,false,false,
684,false,false,
685,true,false,
686,false,false,
687,false,false,
688,false,true,
689,false,false,
690,false,false,
691,true,false,
692,false,true,
693,false,false,
694,false,false,
695,false,false,
696,false,false,
697,false,false,
698,false,false,
699,false,false,
700,false,false,
701,false,false,
702,false,false,
703,false,false,
704,false,false,
705,true,false,
706,false,true,
707,false,false,
708,false,false,
709,false,false,
710,false,false,
711,false,false,
712,false,false,
713,true,false,
714,false,false,
715,false,false,
716,false,true,
717,false,false,
718,false,false,
719,false,false,
720,false,false,
721,false,false,
722,false,false,
723,false,false,
724,true,false,
725,false,true,
726,false,false,
727,false,false,
728,false,false,
729,false,false,
730,false,false,
731,false,false,
732,false,false,
733,false,false,
734,true,false,
735,false,true,
736,false,false,
737,false,false,
738,true,false,
739,false,true,
740,false,false,
741,false,false,
742,false,false,
743,false,false,
744,false,false,
745,true,false,
746,false,false,
747,false,false,
748,false,true,
749,false,false,
750,false,false,
751,true,false,
752,false,false,
753,false,true,
754,false,false,
755,false,false,
756,false,false,
757,false,false,
758,false,false,
759,false,false,
760,false,false,
761,false,false,
762,false,false,
763,false,false,
764,false,false,
765,false,false,
766,true,false,
767,false,true,
768,false,false,
769,false,false,
770,true,false,
771,false,true,
772,false,false,
773,false,false,
774,false,false,
775,false,false,
776,false,false,
777,true,false,
778,false,false,
779,false,true,
780,false,false,
781,false,false,
782,false,false,
783,true,false,
784,false,false,
785,false,false,
786,false,true,
787,false,false,
788,false,false,
789,false,false,
790,false,false,
791,false,false,
792,false,false,
793,false,false,
794,false,false,
795,false,false,
796,false,false,
797,false,false,
798,true,false,
799,false,false,
800,false,true,
801,false,false,
802,false,false,
803,false,false,
804,false,false,
805,false,false,
806,false,false,
807,false,false,
808,false,false,
809,false,false,
810,true,false,
811,false,true,
812,false,false,
813,false,false,
814,false,false,
815,false,false,
816,false,false,
817,false,false,
818,true,false,
819,false,false,
820,false,true,
821,false,false,
822,false,false,
823,false,false,
824,false,false,
825,false,false,
826,false,false,
827,true,false,
828,false,false,
829,false,false,
830,false,true,
831,false,false,
832,false,false,
833,true,false,
834,false,false,
835,false,true,
836,false,false,
837,false,false,
838,true,false,
839,false,false,
840,false,false,
841,false,true,
842,false,false,
843,false,false,
844,false,false,
845,true,false,
846,false,true,
847,false,false,
848,false,false,
849,false,false,
850,false,false,
851,false,false,
852,false,false,
853,false,false,
854,false,false,
855,false,false,
856,false,false,
857,false,false,
858,false,false,
859,true,false,
860,false,false,
861,false,false,
862,false,true,
863,false,false,
864,false,false,
865,false,false,
866,false,false,
867,false,false,
868,false,false,
869,true,false,
870,false,false,
871,false,true,
872,false,false,
873,false,false,
874,true,false,
875,false,false,
876,false,false,
877,false,true,
878,false,false,
879,false,false,
880,true,false,
881,false,true,
882,false,false,
883,false,false,
884,false,false,
885,false,false,
886,false,false,
887,false,false,
888,false,false,
889,false,false,
890,true,false,
891,false,false,
892,false,false,
893,false,true,
894,false,false,
895,false,false,
896,false,false,
897,false,false,
898,false,false,
899,false,false,
900,false,false,
901,false,false,
902,false,false,
903,false,false,
904,true,false,
905,false,false,
906,false,false,
907,false,true,
908,false,false,
909,false,false,
910,false,false,
911,false,false,
912,false,false,
913,false,false,
914,false,false,
915,false,false,
916,true,false,
917,false,false,
918,false,false,
919,false,true,
920,false,false,
921,false,false,
922,false,false,
923,false,false,
924,false,false,
925,false,false,
926,false,false,
927,false,false,
928,false,false,
929,false,false,
930,false,false,
931,false,false,
932,false,false,
933,true,false,
934,false,false,
935,false,true,
936,false,false,
937,false,false,
938,true,false,
939,false,false,
940,false,true,
941,false,false,
942,false,false,
943,true,false,
944,false,true,
945,false,false,
946,false,false,
947,false,false,
948,false,false,
949,false,false,
950,false,false,
951,false,false,
952,false,false,
953,false,false,
954,false,false,
955,false,false,
956,false,false,
957,false,false,
958,false,false,
959,true,false,
960,false,false,
961,false,false,
962,false,true,
963,false,false,
964,false,false,
965,false,false,
966,false,false,
967,false,false,
968,false,false,
969,false,false,
970,false,false,
971,false,false,
972,false,false,
973,true,false,
974,false,false,
975,false,true,
976,false,false,
977,false,false,
978,false,false,
979,true,false,
980,false,false,
981,false,true,
982,false,false,
983,false,false,
984,true,false,
985,false,false,
986,false,false,
987,false,true,
988,false,false,
989,false,false,
990,false,false,
991,false,false,
992,false,false,
993,false,false,
994,false,false,
995,false,false,
996,false,false,
997,false,false,
998,true,false,
999,false,true,
1000,false,false,
1001,false,false,
1002,true,false,
1003,false,false,
1004,false,true,
1005,false,false,
1006,false,false,
1007,false,false,
1008,false,false,
1009,false,false,
1010,false,false,
1011,false,false,
1012,false,false,
1013,false,false,
1014,false,false,
1015,false,false,
1016,false,false,
1017,false,false,
1018,false,false,
1019,true,false,
1020,false,true,
1021,false,false,
1022,false,false,
1023,false,false,
1024,false,false,
1025,false,false,
1026,false,false,
1027,true,false,
1028,false,true,
1029,false,false,
1030,false,false,
1031,false,false,
1032,false,false,
1033,false,false,
1034,true,false,
1035,false,true,
1036,false,false,
1037,false,false,
1038,true,false,
1039,false,true,
1040,false,false,
1041,false,false,
1042,true,false,
1043,false,false,
1044,false,false,
1045,false,true,
1046,false,false,
1047,false,false,
1048,false,false,
1049,false,false,
1050,false,false,
1051,false,false,
1052,true,false,
1053,false,false,
1054,false,false,
1055,false,true,
1056,false,false,
1057,false,false,
1058,true,false,
1059,false,false,
1060,false,true,
1061,false,false,
1062,false,false,
1063,true,false,
1064,false,false,
1065,false,true,
1066,false,false,
1067,false,false,
1068,false,false,
1069,false,false,
1070,false,false,
1071,false,false,
1072,true,false,
1073,false,true,
1074,false,false,
1075,false,false,
1076,false,false,
1077,false,false,
1078,false,false,
1079,false,false,
1080,false,false,
1081,false,false,
1082,false,false,
1083,false,false,
1084,false,false,
1085,false,false,
1086,false,false,
1087,false,false,
1088,false,false,
1089,false,false,
1090,true,false,
1091,false,true,
1092,false,false,
1093,false,false,
1094,false,false,
1095,false,false,
1096,false,false,
1097,false,false,
1098,false,false,
1099,false,false,
1100,false,false,
1101,false,false,
1102,false,false,
1103,false,false,
1104,true,false,
1105,false,false,
1106,false,false,
1107,false,true,
1108,false,false,
1109,false,false,
1110,false,false,
1111,true,false,
1112,false,true,
1113,false,false,
1114,false,false,
1115,false,false,
1116,false,false,
1117,false,false,
1118,false,false,
1119,true,false,
1120,false,true,
1121,false,false,
1122,false,false,
1123,false,false,
1124,false,false,
1125,false,false,
1126,false,false,
1127,true,false,
1128,false,true,
1129,false,false,
1130,false,false,
1131,false,false,
1132,false,false,
1133,false,false,
1134,false,false,
1135,false,false,
1136,false,false,
1137,false,false,
1138,false,false,
1139,false,false,
1140,false,false,
1141,false,false,
1142,false,false,
1143,false,false,
1144,false,false,
1145,true,false,
1146,false,true,
1147,false,false,
1148,false,false,
1149,false,false,
1150,false,false,
1151,false,false,
1152,false,false,
1153,false,false,
1154,false,false,
1155,true,false,
1156,false,false,
1157,false,false,
1158,false,true,
1159,false,false,
1160,false,false,
1161,true,false,
1162,false,false,
1163,false,false,
1164,false,true,
1165,false,false,
1166,false,false,
1167,false,false,
1168,false,false,
1169,false,false,
1170,false,false,
1171,true,false,
1172,false,false,
1173,false,false,
1174,false,true,
1175,false,false,
1176,false,false,
1177,false,false,
1178,false,false,
1179,false,false,
1180,true,false,
1181,false,false,
1182,false,true,
1183,false,false,
1184,false,false,
1185,true,false,
1186,false,false,
1187,false,false,
1188,false,true,
1189,false,false,
1190,false,false,
1191,false,false,
1192,false,false,
1193,false,false,
1194,false,false,
1195,false,false,
1196,false,false,
1197,false,false,
1198,false,false,
1199,true,false,
1200,false,false,
1201,false,false,
1202,false,true,
1203,false,false,
1204,false,false,
1205,false,false,
1206,false,false,
1207,false,false,
1208,false,false,
1209,false,false,
1210,false,false,
1211,false,false,
1212,false,false,
1213,true,false,
1214,false,false,
1215,false,true,
1216,false,false,
1217,false,false,
1218,false,false,
1219,true,false,
1220,false,false,
1221,false,false,
1222,false,true,
1223,false,false,
1224,false,false,
1225,false,false,
1226,false,false,
1227,false,false,
1228,false,false,
1229,false,false,
1230,false,false,
1231,false,false,
1232,false,false,
1233,false,false,
1234,false,false,
1235,false,false,
1236,true,false,
1237,false,false,
1238,false,false,
1239,false,false,
1240,false,false,
1241,false,false,
1242,false,false,
1243,false,false,
1244,false,false,
1245,false,false,
1246,false,false,
1247,false,false,
1248,false,false,
1249,false,false,
1250,false,false,
1251,false,false,
1252,false,false,
1253,false,false,
1254,true,false,
1255,false,true,
1256,false,false,
1257,false,false,
1258,false,false,
1259,false,false,
1260,false,false,
1261,false,false,
1262,false,false,
1263,false,false,
1264,false,false,
1265,false,false,
1266,false,false,
1267,false,false,
1268,false,false,
1269,false,false,
1270,true,false,
1271,false,false,
1272,false,false,
1273,false,true,
1274,false,false,
1275,false,false,
1276,true,false,
1277,false,false,
1278,false,false,
1279,false,true,
1280,false,false,
1281,false,false,
1282,true,false,
1283,false,false,
1284,false,true,
1285,false,false,
1286,false,false,
1287,false,false,
1288,false,false,
1289,false,false,
1290,false,false,
1291,false,false,
1292,false,false,
1293,false,false,
1294,false,false,
1295,false,false,
1296,false,false,
1297,false,false,
1298,false,false,
1299,true,false,
1300,false,false,
1301,false,false,
1302,false,true,
1303,false,false,
1304,false,false,
1305,false,false,
1306,true,false,
1307,false,false,
1308,false,true,
1309,false,false,
1310,false,false,
1311,true,false,
1312,false,false,
1313,false,true,
1314,false,false,
1315,false,false,
1316,false,false,
1317,false,false,
1318,false,false,
1319,false,false,
1320,false,false,
1321,false,false,
1322,false,false,
1323,false,false,
1324,false,false,
1325,false,true,
1326,false,false,
1327,false,false,
1328,false,false,
1329,false,false,
1330,false,false,
1331,false,false,
1332,false,false,
1333,false,false,
1334,true,false,
1335,false,false,
1336,false,false,
1337,false,true,
1338,false,false,
1339,false,false,
1340,false,false,
1341,false,false,
1342,false,false,
1343,false,false,
1344,false,false,
1345,false,false,
1346,false,false,
1347,false,false,
1348,false,false,
1349,false,false,
1350,false,false,
1351,false,false,
1352,true,false,
1353,false,false,
1354,false,false,
1355,false,true,
1356,false,false,
1357,false,false,
1358,false,false,
1359,false,false,
1360,false,false,
1361,false,false,
1362,false,false,
1363,false,false,
1364,false,false,
1365,false,false,
1366,false,false,
1367,false,false,
1368,false,false,
1369,false,false,
1370,true,false,
1371,false,false,
1372,false,false,
1373,false,true,
1374,false,false,
1375,false,false,
1376,false,false,
1377,false,false,
1378,false,false,
1379,false,false,
1380,false,false,
1381,false,false,
1382,false,false,
1383,false,false,
1384,false,false,
1385,false,false,
1386,true,false,
1387,false,false,
1388,false,true,
1389,false,false,
1390,false,false,
1391,false,false,
1392,false,false,
1393,false,false,
1394,true,false,
1395,false,true,
1396,false,false,
1397,false,false,
1398,false,false,
1399,false,false,
1400,false,false,
1401,false,false,
1402,false,false,
1403,false,false,
1404,false,false,
1405,false,false,
1406,false,false,
1407,false,false,
1408,false,false,
1409,false,false,
1410,false,false,
1411,true,false,
1412,false,false,
1413,false,true,
1414,false,false,
1415,false,false,
1416,false,false,
1417,false,false,
1418,false,false,
1419,false,false,
1420,false,false,
1421,false,false,
1422,true,false,
1423,false,false,
1424,false,false,
1425,false,true,
1426,false,false,
1427,false,false,
1428,false,false,
1429,false,false,
1430,false,false,
1431,false,false,
1432,false,false,
1433,false,false,
1434,false,false,
1435,false,false,
1436,true,false,
1437,false,true,
1438,false,false,
1439,false,false,
1440,true,false,
1441,false,false,
1442,false,true,
1443,false,false,
1444,false,false,
1445,false,false,
1446,false,false,
1447,true,false,
1448,false,false,
1449,false,false,
1450,false,true,
1451,false,false,
1452,false,false,
1453,false,false,
1454,false,false,
1455,false,false,
1456,false,false,
1457,false,false,
1458,false,false,
1459,false,false,
1460,false,false,
1461,false,false,
1462,false,false,
1463,false,false,
1464,false,false,
1465,true,false,
1466,false,false,
1467,false,false,
1468,false,true,
1469,false,false,
1470,false,false,
1471,false,false,
1472,false,false,
1473,false,false,
1474,false,false,
1475,false,false,
1476,false,false,
1477,false,false,
1478,false,false,
1479,false,false,
1480,false,false,
1481,false,false,
1482,false,false,
1483,false,false,
1484,true,false,
1485,false,false,
1486,false,true,
1487,false,false,
1488,false,false,
1489,false,false,
1490,false,false,
1491,false,false,
1492,false,false,
1493,false,false,
1494,true,false,
1495,false,true,
1496,false,false,
1497,false,false,
1498,true,false,
1499,false,true,
1500,false,false,
1501,false,false,
1502,false,false,
1503,false,false,
1504,false,false,
1505,true,false,
1506,false,true,
1507,false,false,
1508,false,false,
1509,false,false,
1510,true,false,
1511,false,false,
1512,false,false,
1513,false,true,
1514,false,false,
1515,false,false,
1516,false,false,
1517,false,false,
1518,false,false,
1519,false,false,
1520,false,false,
1521,false,false,
1522,false,false,
1523,true,false,
1524,false,false,
1525,false,true,
1526,false,false,
1527,false,false,
1528,true,false,
1529,false,false,
1530,false,false,
1531,false,false,
1532,false,false,
1533,false,false,
1534,false,false,
1535,false,false,
1536,false,false,
1537,true,false,
1538,false,false,
1539,false,false,
1540,false,true,
1541,false,false,
1542,false,false,
1543,false,false,
1544,false,false,
1545,false,false,
1546,false,false,
1547,false,false,
1548,true,false,
1549,false,true,
1550,false,false,
1551,false,false,
1552,false,false,
1553,true,false,
1554,false,false,
1555,false,true,
1556,false,false,
1557,false,false,
1558,false,false,
1559,false,false,
1560,false,false,
1561,false,false,
1562,false,false,
1563,false,false,
1564,false,false,
1565,true,false,
1566,false,true,
1567,false,false,
1568,false,false,
1569,true,false,
1570,false,false,
1571,false,true,
1572,false,false,
1573,false,false,
1574,true,false,
1575,false,false,
1576,false,true,
1577,false,false,
1578,false,false,
1579,true,false,
1580,false,true,
1581,false,false,
1582,false,false,
1583,true,false,
1584,false,true,
1585,false,false,
1586,false,false,
1587,true,false,
1588,false,true,
1589,false,false,
1590,false,false,
1591,true,false,
1592,false,false,
1593,false,false,
1594,false,true,
1595,false,false,
1596,false,false,
1597,false,false,
1598,false,false,
1599,false,false,
1600,true,false,
1601,false,true,
1602,false,false,
1603,false,false,
1604,false,false,
1605,false,true,
1606,false,false,
1607,false,false,
1608,false,false,
1609,false,false,
1610,false,false,
1611,false,true,
1612,false,false,
1613,false,false,
1614,false,false,
1615,false,false,
1616,false,false,
1617,false,false,
1618,false,false,
1619,false,false,
1620,false,false,
1621,false,false,
1622,false,false,
1623,false,true,
1624,false,false,
1625,false,false,
1626,true,false,
1627,false,false,
1628,false,false,
1629,false,true,
1630,false,false,
1631,false,false,
1632,false,false,
1633,false,false,
1634,false,false,
1635,false,false,
1636,true,false,
1637,false,false,
1638,false,false,
1639,false,true,
1640,false,false,
1641,false,false,
1642,false,false,
1643,false,false,
1644,false,false,
1645,false,false,
1646,false,false,
1647,false,false,
1648,true,false,
1649,false,false,
1650,false,false,
1651,false,true,
1652,false,false,
1653,false,false,
1654,true,false,
1655,false,true,
1656,false,false,
1657,false,false,
1658,true,false,
1659,false,true,
1660,false,false,
1661,false,false,
1662,true,false,
1663,false,true,
1664,false,false,
1665,false,false,
1666,false,false,
1667,false,false,
1668,false,false,
1669,false,false,
1670,false,false,
1671,false,false,
1672,false,false,
1673,true,false,
1674,false,false,
1675,false,false,
1676,false,true,
1677,false,false,
1678,false,false,
1679,false,false,
1680,false,false,
1681,false,false,
1682,true,false,
1683,false,true,
1684,false,false,
1685,false,false,
1686,false,false,
1687,false,false,
1688,false,false,
1689,false,false,
1690,false,false,
1691,false,false,
1692,false,false,
1693,false,false,
1694,false,false,
1695,true,false,
1696,false,false,
1697,false,false,
1698,false,true,
1699,false,false,
1700,false,false,
1701,true,false,
1702,false,false,
1703,false,false,
1704,false,false,
1705,false,false,
1706,false,false,
1707,true,false,
1708,false,true,
1709,false,false,
1710,false,false,
1711,true,false,
1712,false,false,
1713,false,true,
1714,false,false,
1715,false,false,
1716,true,false,
1717,false,true,
1718,false,false,
1719,false,false,
1720,false,false,
1721,false,false,
1722,false,false,
1723,false,false,
1724,false,false,
1725,true,false,
1726,false,false,
1727,false,true,
1728,false,false,
1729,false,false,
1730,false,false,
1731,false,false,
1732,false,false,
1733,false,false,
1734,false,false,
1735,true,false,
1736,false,true,
1737,false,false,
1738,false,false,
1739,false,false,
1740,false,false,
1741,false,false,
1742,false,false,
1743,false,false,
1744,false,false,
1745,false,false,
1746,false,false,
1747,false,false,
1748,false,false,
1749,false,false,
1750,false,false,
1751,false,false,
1752,true,false,
1753,false,true,
1754,false,false,
1755,false,false,
1756,false,false,
1757,false,false,
1758,false,false,
1759,false,false,
1760,false,false,
1761,false,false,
1762,false,false,
1763,false,false,
1764,false,false,
1765,false,false,
1766,false,false,
1767,true,false,
1768,false,false,
1769,false,false,
1770,false,true,
1771,false,false,
1772,false,false,
1773,true,false,
1774,false,true,
1775,false,false,
1776,false,false,
1777,false,false,
1778,false,false,
1779,false,false,
1780,false,false,
1781,false,false,
1782,false,false,
1783,false,false,
1784,false,false,
1785,false,false,
1786,false,false,
1787,false,false,
1788,true,false,
1789,false,true,
1790,false,false,
1791,false,false,
1792,false,false,
1793,false,false,
1794,false,false,
1795,true,false,
1796,false,true,
1797,false,false,
1798,false,false,
1799,false,false,
1800,false,false,
1801,false,false,
1802,true,false,
1803,false,false,
1804,false,false,
1805,false,true,
1806,false,false,
1807,false,false,
1808,false,false,
1809,false,false,
1810,false,false,
1811,false,false,
1812,false,false,
1813,false,false,
1814,false,false,
1815,false,false,
1816,true,false,
1817,false,true,
1818,false,false,
1819,false,false,
1820,false,false,
1821,false,false,
1822,false,false,
1823,false,false,
1824,true,false,
1825,false,false,
1826,false,true,
1827,false,false,
1828,false,false,
1829,false,false,
1830,false,false,
1831,false,false,
1832,false,false,
1833,false,false,
1834,false,false,
1835,false,false,
1836,false,false,
1837,false,false,
1838,false,false,
1839,false,false,
1840,false,false,
1841,true,false,
1842,false,true,
1843,false,false,
1844,false,false,
1845,true,false,
1846,false,false,
1847,false,false,
1848,false,true,
1849,false,false,
1850,false,false,
1851,false,false,
1852,false,false,
1853,false,false,
1854,false,false,
1855,false,false,
1856,false,false,
1857,false,false,
1858,false,false,
1859,false,false,
1860,false,false,
1861,false,false,
1862,false,false,
1863,false,false,
1864,true,false,
1865,false,true,
1866,false,false,
1867,false,false,
1868,false,false,
1869,false,false,
1870,false,false,
1871,false,false,
