ts,p,r,s
374,,true,true
375,,false,true
376,,false,true
377,,false,false
378,,false,false
379,,false,false
380,,false,false
381,,false,false
382,,false,false
383,,false,false
384,,true,true
385,,false,true
386,,false,true
387,,false,false
388,,false,false
389,,false,false
390,,false,false
391,,false,false
392,,false,false
393,,false,false
394,,false,false
395,,false,false
396,,false,false
397,,false,false
398,,true,true
399,,false,true
400,,false,true
401,,false,false
402,,false,false
403,,false,false
404,,false,false
405,,false,false
406,,false,false
407,,false,false
408,,false,false
409,,true,true
410,,false,true
411,,false,true
412,,false,false
413,,false,false
414,,false,false
415,,false,false
416,,false,false
417,,false,false
418,,false,false
419,,false,false
420,,false,false
421,,false,false
422,,false,false
423,,true,true
424,,false,true
425,,false,true
426,,false,false
427,,false,false
428,,false,false
429,,false,false
430,,false,false
431,,false,false
432,,false,false
433,,false,false
434,,false,false
435,,false,false
436,,false,false
437,,false,false
438,,false,false
439,,false,false
440,,false,false
441,,true,true
442,,false,true
443,,false,true
444,,false,true
445,,false,false
446,,true,true
447,,false,true
448,,false,true
449,,false,false
450,,false,false
451,,false,false
452,,false,false
453,,false,false
454,,false,false
455,,false,false
456,,true,true
457,,false,true
458,,false,true
459,,false,false
460,,false,false
461,,false,false
462,,false,false
463,,false,false
464,,false,false
465,,false,false
466,,false,false
467,,false,false
468,,false,false
469,,false,false
470,,false,false
471,,false,false
472,,false,false
473,,false,false
474,,false,false
475,,true,true
476,,false,true
477,,false,true
478,,false,false
479,,false,false
480,,true,true
481,,false,true
482,,false,true
483,,false,false
484,,false,false
485,,false,false
486,,false,false
487,,false,false
488,,false,false
489,,false,false
490,,false,false
491,,false,false
492,,false,false
493,,false,false
494,,false,false
495,,true,true
496,,false,true
497,,false,true
498,,false,false
499,,false,false
500,,false,false
501,,false,false
502,,false,false
503,,false,false
504,,false,false
505,,false,false
506,,false,false
507,,false,false
508,,false,false
509,,false,false
510,,false,false
511,,false,false
512,,true,true
513,,false,true
514,,false,true
515,,false,false
516,,true,true
517,,false,true
518,,false,true
519,,false,false
520,,false,false
521,,false,false
522,,false,false
523,,false,false
524,,true,true
525,,false,true
526,,false,true
527,,false,false
528,,false,false
529,,false,false
530,,false,false
531,,false,false
532,,false,false
533,,false,false
534,,false,false
535,,false,false
536,,false,false
537,,false,false
538,,false,false
539,,false,false
540,,false,false
541,,true,true
542,,false,true
543,,false,true
544,,false,false
545,,false,false
546,,false,false
547,,false,false
548,,false,false
549,,false,false
550,,false,false
551,,false,false
552,,false,false
553,,true,true
554,,false,true
555,,false,true
556,,false,false
557,,false,false
558,,false,false
559,,false,false
560,,true,true
561,,false,true
562,,false,true
563,,false,false
564,,false,false
565,,false,false
566,,true,true
567,,false,true
568,,false,true
569,,false,false
570,,false,false
571,,false,false
572,,false,false
573,,false,false
574,,false,false
575,,false,false
576,,false,false
577,,false,false
578,,false,false
579,,false,false
580,,true,true
581,,false,true
582,,false,true
583,,false,false
584,,false,false
585,,false,false
586,,false,false
587,,false,false
588,,false,false
589,,false,false
590,,false,false
591,,false,false
592,,false,false
593,,false,false
594,,false,false
595,,false,false
596,,false,false
597,,false,false
598,,true,true
599,,false,true
600,,false,true
601,,false,false
602,,false,false
603,,false,false
604,,false,false
605,,false,false
606,,false,false
607,,false,false
608,,false,false
609,,false,false
610,,false,false
611,,false,false
612,,false,false
613,,true,true
614,,false,true
615,,false,true
616,,false,false
617,,false,false
618,,false,false
619,,false,false
620,,true,true
621,,false,true
622,,false,true
623,,false,false
624,,false,false
625,,false,false
626,,false,false
627,,false,false
628,,false,false
629,,false,false
630,,false,false
631,,false,false
632,,false,false
633,,false,false
634,,false,false
635,,false,false
636,,false,false
637,,false,false
638,,false,false
639,,true,true
640,,false,true
641,,false,true
642,,false,false
643,,false,false
644,,false,false
645,,false,false
646,,false,false
647,,true,true
648,,false,true
649,,false,true
650,,false,false
651,,false,false
652,,false,false
653,,false,false
654,,false,false
655,,false,false
656,,false,false
657,,false,false
658,,false,false
659,,false,false
660,,false,false
661,,false,false
662,,true,true
663,,false,true
664,,false,true
665,,false,false
666,,false,false
667,,false,false
668,,false,false
669,,false,false
670,,false,false
671,,false,false
672,,false,false
673,,true,true
674,,false,true
675,,false,true
676,,false,false
677,,false,false
678,,false,false
679,,false,false
680,,false,false
681,,false,false
682,,false,false
683,,false,false
684,,false,false
685,,false,false
686,,false,false
687,,false,false
688,,true,true
689,,false,true
690,,false,true
691,,false,false
692,,true,true
693,,false,true
694,,false,true
695,,false,false
696,,false,false
697,,false,false
698,,false,false
699,,false,false
700,,false,false
701,,false,false
702,,false,false
703,,false,false
704,,false,false
705,,false,false
706,,true,true
707,,false,true
708,,false,true
709,,false,false
710,,false,false
711,,false,false
712,,false,false
713,,false,false
714,,false,false
715,,false,false
716,,true,false
717,,false,false
718,,false,false
719,,false,false
720,,false,false
721,,false,false
722,,false,false
723,,false,false
724,,false,false
725,,true,true
726,,false,true
727,,false,true
728,,false,false
729,,false,false
730,,false,false
731,,false,false
732,,false,false
733,,false,false
734,,false,false
735,,true,true
736,,false,true
737,,false,true
738,,false,false
739,,true,true
740,,false,true
741,,false,true
742,,false,false
743,,false,false
744,,false,false
745,,false,false
746,,false,false
747,,false,false
748,,true,true
749,,false,true
750,,false,true
751,,false,false
752,,false,false
753,,true,true
754,,false,true
755,,false,true
756,,false,false
757,,false,false
758,,false,false
759,,false,false
760,,false,false
761,,false,false
762,,false,false
763,,false,false
764,,false,false
765,,false,false
766,,false,false
767,,true,true
768,,false,true
769,,false,true
770,,false,true
771,,true,true
772,,false,true
773,,false,true
774,,false,false
775,,false,false
776,,false,false
777,,false,true
778,,false,false
779,,true,true
780,,false,true
781,,false,true
782,,false,false
783,,false,false
784,,false,false
785,,false,false
786,,true,true
787,,false,true
788,,false,true
789,,false,false
790,,false,false
791,,false,false
792,,false,false
793,,false,false
794,,false,false
795,,false,false
796,,false,false
797,,false,false
798,,false,false
799,,false,false
800,,true,true
801,,false,true
802,,false,true
803,,false,false
804,,false,false
805,,false,false
806,,false,false
807,,false,false
808,,false,false
809,,false,false
810,,false,false
811,,true,true
812,,false,true
813,,false,true
814,,false,false
815,,false,false
816,,false,false
817,,false,false
818,,false,false
819,,false,false
820,,true,true
821,,false,true
822,,false,true
823,,false,false
824,,false,false
825,,false,false
826,,false,false
827,,false,false
828,,false,false
829,,false,false
830,,true,true
831,,false,true
832,,false,true
833,,false,false
834,,false,false
835,,true,true
836,,false,true
837,,false,true
838,,false,false
839,,false,false
840,,false,false
841,,true,true
842,,false,true
843,,false,true
844,,false,false
845,,false,false
846,,true,true
847,,false,true
848,,false,true
849,,false,false
850,,false,false
851,,false,false
852,,false,false
853,,false,false
854,,false,false
855,,false,false
856,,false,false
857,,false,false
858,,false,false
859,,false,false
860,,false,false
861,,false,false
862,,true,true
863,,false,true
864,,false,true
865,,false,false
866,,false,false
867,,false,false
868,,false,false
869,,false,false
870,,false,false
871,,true,true
872,,false,true
873,,false,true
874,,false,false
875,,false,false
876,,false,false
877,,true,true
878,,false,true
879,,false,true
880,,false,false
881,,true,true
882,,false,true
883,,false,true
884,,false,false
885,,false,false
886,,false,false
887,,false,false
888,,false,false
889,,false,false
890,,false,false
891,,false,false
892,,false,false
893,,true,true
894,,false,true
895,,false,true
896,,false,false
897,,false,false
898,,false,false
899,,false,false
900,,false,false
901,,false,false
902,,false,false
903,,false,false
904,,false,false
905,,false,false
906,,false,false
907,,true,true
908,,false,true
909,,false,true
910,,false,false
911,,false,false
912,,false,false
913,,false,false
914,,false,false
915,,false,false
916,,false,false
917,,false,false
918,,false,false
919,,true,true
920,,false,true
921,,false,true
922,,false,false
923,,false,false
924,,false,false
925,,false,false
926,,false,false
927,,false,false
928,,false,false
929,,false,false
930,,false,false
931,,false,false
932,,false,false
933,,false,false
934,,false,false
935,,true,true
936,,false,true
937,,false,true
938,,false,false
939,,false,false
940,,true,true
941,,false,true
942,,false,true
943,,false,false
944,,true,true
945,,false,true
946,,false,true
947,,false,false
948,,false,false
949,,false,false
950,,false,false
951,,false,false
952,,false,false
953,,false,false
954,,false,false
955,,false,false
956,,false,false
957,,false,false
958,,false,false
959,,false,false
960,,false,false
961,,false,false
962,,true,true
963,,false,true
964,,false,true
965,,false,false
966,,false,false
967,,false,false
968,,false,false
969,,false,false
970,,false,false
971,,false,false
972,,false,false
973,,false,false
974,,false,false
975,,true,true
976,,false,true
977,,false,true
978,,false,false
979,,false,false
980,,false,false
981,,true,true
982,,false,true
983,,false,true
984,,false,false
985,,false,false
986,,false,false
987,,true,true
988,,false,true
989,,false,true
990,,false,false
991,,false,false
992,,false,false
993,,false,false
994,,false,false
995,,false,false
996,,false,false
997,,false,false
998,,false,false
999,,true,true
1000,,false,true
1001,,false,true
1002,,false,false
1003,,false,false
1004,,true,true
1005,,false,true
1006,,false,true
1007,,false,false
1008,,false,false
1009,,false,false
1010,,false,false
1011,,false,false
1012,,false,false
1013,,false,false
1014,,false,false
1015,,false,false
1016,,false,false
1017,,false,false
1018,,false,false
1019,,false,false
1020,,true,true
1021,,false,true
1022,,false,true
1023,,false,false
1024,,false,false
1025,,false,false
1026,,false,false
1027,,false,false
1028,,true,true
1029,,false,true
1030,,false,true
1031,,false,false
1032,,false,false
1033,,false,false
1034,,false,false
1035,,true,true
1036,,false,true
1037,,false,true
1038,,false,true
1039,,true,true
1040,,false,true
1041,,false,true
1042,,false,false
1043,,false,false
1044,,false,false
1045,,true,true
1046,,false,true
1047,,false,true
1048,,false,false
1049,,false,false
1050,,false,false
1051,,false,false
1052,,false,false
1053,,false,false
1054,,false,false
1055,,true,true
1056,,false,true
1057,,false,true
1058,,false,false
1059,,false,false
1060,,true,true
1061,,false,true
1062,,false,true
1063,,false,false
1064,,false,false
1065,,true,true
1066,,false,true
1067,,false,true
1068,,false,false
1069,,false,false
1070,,false,false
1071,,false,false
1072,,false,true
1073,,true,true
1074,,false,true
1075,,false,true
1076,,false,false
1077,,false,false
1078,,false,false
1079,,false,false
1080,,false,false
1081,,false,false
1082,,false,false
1083,,false,false
1084,,false,false
1085,,false,false
1086,,false,false
1087,,false,false
1088,,false,false
1089,,false,false
1090,,false,false
1091,,true,true
1092,,false,true
1093,,false,true
1094,,false,false
1095,,false,false
1096,,false,false
1097,,false,false
1098,,false,false
1099,,false,false
1100,,false,false
1101,,false,false
1102,,false,false
1103,,false,false
1104,,false,false
1105,,false,false
1106,,false,false
1107,,true,true
1108,,false,true
1109,,false,true
1110,,false,false
1111,,false,false
1112,,true,true
1113,,false,true
1114,,false,true
1115,,false,false
1116,,false,false
1117,,false,false
1118,,false,false
1119,,false,false
1120,,true,true
1121,,false,true
1122,,false,true
1123,,false,false
1124,,false,false
1125,,false,false
1126,,false,false
1127,,false,false
1128,,true,true
1129,,false,true
1130,,false,true
1131,,false,false
1132,,false,false
1133,,false,false
1134,,false,false
1135,,false,false
1136,,false,false
1137,,false,false
1138,,false,false
1139,,false,false
1140,,false,false
1141,,false,false
1142,,false,false
1143,,false,false
1144,,false,false
1145,,false,false
1146,,true,true
1147,,false,true
1148,,false,true
1149,,false,false
1150,,false,false
1151,,false,false
1152,,false,false
1153,,false,false
1154,,false,false
1155,,false,false
1156,,false,false
1157,,false,false
1158,,true,true
1159,,false,true
1160,,false,true
1161,,false,false
1162,,false,false
1163,,false,false
1164,,true,true
1165,,false,true
1166,,false,true
1167,,false,false
1168,,false,false
1169,,false,false
1170,,false,false
1171,,false,true
1172,,false,false
1173,,false,false
1174,,true,true
1175,,false,true
1176,,false,true
1177,,false,false
1178,,false,false
1179,,false,false
1180,,false,false
1181,,false,false
1182,,true,true
1183,,false,true
1184,,false,true
1185,,false,false
1186,,false,false
1187,,false,false
1188,,true,true
1189,,false,true
1190,,false,true
1191,,false,false
1192,,false,false
1193,,false,false
1194,,false,false
1195,,false,false
1196,,false,false
1197,,false,false
1198,,false,false
1199,,false,false
1200,,false,false
1201,,false,false
1202,,true,true
1203,,false,true
1204,,false,true
1205,,false,false
1206,,false,false
1207,,false,false
1208,,false,false
1209,,false,false
1210,,false,false
1211,,false,false
1212,,false,false
1213,,false,false
1214,,false,false
1215,,true,true
1216,,false,true
1217,,false,true
1218,,false,false
1219,,false,false
1220,,false,false
1221,,false,false
1222,,true,true
1223,,false,true
1224,,false,true
1225,,false,false
1226,,false,false
1227,,false,false
1228,,false,false
1229,,false,false
1230,,false,false
1231,,false,false
1232,,false,false
1233,,false,false
1234,,false,false
1235,,false,false
1236,,false,false
1237,,false,true
1238,,false,true
1239,,false,true
1240,,false,false
1241,,false,false
1242,,false,false
1243,,false,false
1244,,false,false
1245,,false,false
1246,,false,false
1247,,false,false
1248,,false,false
1249,,false,false
1250,,false,false
1251,,false,false
1252,,false,false
1253,,false,false
1254,,false,false
1255,,true,true
1256,,false,true
1257,,false,true
1258,,false,false
1259,,false,false
1260,,false,false
1261,,false,false
1262,,false,false
1263,,false,false
1264,,false,false
1265,,false,false
1266,,false,false
1267,,false,false
1268,,false,false
1269,,false,false
1270,,false,false
1271,,false,false
1272,,false,false
1273,,true,true
1274,,false,true
1275,,false,true
1276,,false,true
1277,,false,false
1278,,false,false
1279,,true,true
1280,,false,true
1281,,false,true
1282,,false,false
1283,,false,false
1284,,true,true
1285,,false,true
1286,,false,true
1287,,false,false
1288,,false,false
1289,,false,false
1290,,false,false
1291,,false,false
1292,,false,false
1293,,false,false
1294,,false,false
1295,,false,false
1296,,false,false
1297,,false,false
1298,,false,false
1299,,false,true
1300,,false,false
1301,,false,false
1302,,true,false
1303,,false,false
1304,,false,false
1305,,false,false
1306,,false,false
1307,,false,false
1308,,true,true
1309,,false,true
1310,,false,true
1311,,false,false
1312,,false,false
1313,,true,true
1314,,false,true
1315,,false,true
1316,,false,false
1317,,false,false
1318,,false,false
1319,,false,false
1320,,false,false
1321,,false,false
1322,,false,false
1323,,false,false
1324,,false,false
1325,,true,true
1326,,false,true
1327,,false,true
1328,,false,false
1329,,false,false
1330,,false,false
1331,,false,false
1332,,false,false
1333,,false,false
1334,,false,false
1335,,false,false
1336,,false,false
1337,,true,true
1338,,false,true
1339,,false,true
1340,,false,false
1341,,false,false
1342,,false,false
1343,,false,false
1344,,false,false
1345,,false,false
1346,,false,false
1347,,false,false
1348,,false,false
1349,,false,false
1350,,false,false
1351,,false,false
1352,,false,true
1353,,false,false
1354,,false,false
1355,,true,true
1356,,false,true
1357,,false,true
1358,,false,false
1359,,false,false
1360,,false,false
1361,,false,false
1362,,false,false
1363,,false,false
1364,,false,false
1365,,false,false
1366,,false,false
1367,,false,false
1368,,false,false
1369,,false,false
1370,,false,false
1371,,false,false
1372,,false,false
1373,,true,true
1374,,false,true
1375,,false,true
1376,,false,false
1377,,false,false
1378,,false,false
1379,,false,false
1380,,false,false
1381,,false,false
1382,,false,false
1383,,false,false
1384,,false,false
1385,,false,false
1386,,false,false
1387,,false,false
1388,,true,true
1389,,false,true
1390,,false,true
1391,,false,false
1392,,false,false
1393,,false,false
1394,,false,false
1395,,true,true
1396,,false,true
1397,,false,true
1398,,false,false
1399,,false,false
1400,,false,false
1401,,false,false
1402,,false,false
1403,,false,false
1404,,false,false
1405,,false,false
1406,,false,false
1407,,false,false
1408,,false,false
1409,,false,false
1410,,false,false
1411,,false,false
1412,,false,false
1413,,true,true
1414,,false,true
1415,,false,true
1416,,false,false
1417,,false,false
1418,,false,false
1419,,false,false
1420,,false,false
1421,,false,false
1422,,false,true
1423,,false,false
1424,,false,false
1425,,true,true
1426,,false,true
1427,,false,true
1428,,false,false
1429,,false,false
1430,,false,false
1431,,false,false
1432,,false,false
1433,,false,false
1434,,false,false
1435,,false,false
1436,,false,false
1437,,true,true
1438,,false,true
1439,,false,true
1440,,false,true
1441,,false,false
1442,,true,true
1443,,false,true
1444,,false,true
1445,,false,false
1446,,false,false
1447,,false,false
1448,,false,false
1449,,false,false
1450,,true,true
1451,,false,true
1452,,false,true
1453,,false,false
1454,,false,false
1455,,false,false
1456,,false,false
1457,,false,false
1458,,false,false
1459,,false,false
1460,,false,false
1461,,false,false
1462,,false,false
1463,,false,false
1464,,false,false
1465,,false,false
1466,,false,false
1467,,false,false
1468,,true,true
1469,,false,true
1470,,false,true
1471,,false,false
1472,,false,false
1473,,false,false
1474,,false,false
1475,,false,false
1476,,false,false
1477,,false,false
1478,,false,false
1479,,false,false
1480,,false,false
1481,,false,false
1482,,false,false
1483,,false,false
1484,,false,false
1485,,false,false
1486,,true,true
1487,,false,true
1488,,false,true
1489,,false,false
1490,,false,false
1491,,false,false
1492,,false,false
1493,,false,false
1494,,false,false
1495,,true,true
1496,,false,true
1497,,false,true
1498,,false,false
1499,,true,true
1500,,false,true
1501,,false,true
1502,,false,false
1503,,false,false
1504,,false,false
1505,,false,false
1506,,true,true
1507,,false,true
1508,,false,true
1509,,false,false
1510,,false,false
1511,,false,false
1512,,false,false
1513,,true,true
1514,,false,true
1515,,false,true
1516,,false,false
1517,,false,false
1518,,false,false
1519,,false,false
1520,,false,false
1521,,false,false
1522,,false,false
1523,,false,false
1524,,false,false
1525,,true,true
1526,,false,true
1527,,false,true
1528,,false,false
1529,,false,true
1530,,false,true
1531,,false,true
1532,,false,false
1533,,false,false
1534,,false,false
1535,,false,false
1536,,false,false
1537,,false,false
1538,,false,false
1539,,false,false
1540,,true,true
1541,,false,true
1542,,false,true
1543,,false,false
1544,,false,false
1545,,false,false
1546,,false,false
1547,,false,false
1548,,false,false
1549,,true,true
1550,,false,true
1551,,false,true
1552,,false,false
1553,,false,false
1554,,false,false
1555,,true,true
1556,,false,true
1557,,false,true
1558,,false,false
1559,,false,false
1560,,false,false
1561,,false,false
1562,,false,false
1563,,false,false
1564,,false,false
1565,,false,false
1566,,true,true
1567,,false,true
1568,,false,true
1569,,false,false
1570,,false,false
1571,,true,false
1572,,false,false
1573,,false,false
1574,,false,false
1575,,false,false
1576,,true,true
1577,,false,true
1578,,false,true
1579,,false,true
1580,,true,true
1581,,false,true
1582,,false,true
1583,,false,false
1584,,true,true
1585,,false,true
1586,,false,true
1587,,false,true
1588,,true,true
1589,,false,true
1590,,false,true
1591,,false,false
1592,,false,false
1593,,false,false
1594,,true,true
1595,,false,true
1596,,false,true
1597,,false,false
1598,,false,false
1599,,false,false
1600,,false,false
1601,,true,true
1602,,false,true
1603,,false,true
1604,,false,false
1605,,true,true
1606,,false,true
1607,,false,true
1608,,false,false
1609,,false,false
1610,,false,false
1611,,true,true
1612,,false,true
1613,,false,true
1614,,false,false
1615,,false,false
1616,,false,false
1617,,false,false
1618,,false,false
1619,,false,false
1620,,false,false
1621,,false,false
1622,,false,false
1623,,true,true
1624,,false,true
1625,,false,true
1626,,false,false
1627,,false,false
1628,,false,false
1629,,true,true
1630,,false,true
1631,,false,true
1632,,false,false
1633,,false,false
1634,,false,false
1635,,false,false
1636,,false,false
1637,,false,false
1638,,false,false
1639,,true,true
1640,,false,true
1641,,false,true
1642,,false,false
1643,,false,false
1644,,false,false
1645,,false,false
1646,,false,false
1647,,false,false
1648,,false,false
1649,,false,false
1650,,false,false
1651,,true,true
1652,,false,true
1653,,false,true
1654,,false,true
1655,,true,true
1656,,false,true
1657,,false,true
1658,,false,true
1659,,true,true
1660,,false,true
1661,,false,true
1662,,false,false
1663,,true,true
1664,,false,true
1665,,false,true
1666,,false,false
1667,,false,false
1668,,false,false
1669,,false,false
1670,,false,false
1671,,false,false
1672,,false,false
1673,,false,false
1674,,false,false
1675,,false,false
1676,,true,true
1677,,false,true
1678,,false,true
1679,,false,false
1680,,false,false
1681,,false,false
1682,,false,false
1683,,true,false
1684,,false,false
1685,,false,false
1686,,false,false
1687,,false,false
1688,,false,false
1689,,false,false
1690,,false,false
1691,,false,false
1692,,false,false
1693,,false,false
1694,,false,false
1695,,false,false
1696,,false,false
1697,,false,false
1698,,true,true
1699,,false,true
1700,,false,true
1701,,false,false
1702,,false,false
1703,,false,false
1704,,false,true
1705,,false,true
1706,,false,true
1707,,false,false
1708,,true,true
1709,,false,true
1710,,false,true
1711,,false,false
1712,,false,false
1713,,true,true
1714,,false,true
1715,,false,true
1716,,false,false
1717,,true,true
1718,,false,true
1719,,false,true
1720,,false,false
1721,,false,false
1722,,false,false
1723,,false,false
1724,,false,false
1725,,false,false
1726,,false,false
1727,,true,true
1728,,false,true
1729,,false,true
1730,,false,false
1731,,false,false
1732,,false,false
1733,,false,false
1734,,false,false
1735,,false,false
1736,,true,true
1737,,false,true
1738,,false,true
1739,,false,false
1740,,false,false
1741,,false,false
1742,,false,false
1743,,false,false
1744,,false,false
1745,,false,false
1746,,false,false
1747,,false,false
1748,,false,false
1749,,false,false
1750,,false,false
1751,,false,false
1752,,false,false
1753,,true,true
1754,,false,true
1755,,false,true
1756,,false,false
1757,,false,false
1758,,false,false
1759,,false,false
1760,,false,false
1761,,false,false
1762,,false,false
1763,,false,false
1764,,false,false
1765,,false,false
1766,,false,false
1767,,false,false
1768,,false,false
1769,,false,false
1770,,true,true
1771,,false,true
1772,,false,true
1773,,false,false
1774,,true,true
1775,,false,true
1776,,false,true
1777,,false,false
1778,,false,false
1779,,false,false
1780,,false,false
1781,,false,false
1782,,false,false
1783,,false,false
1784,,false,false
1785,,false,false
1786,,false,false
1787,,false,false
1788,,false,false
1789,,true,true
1790,,false,true
1791,,false,true
1792,,false,false
1793,,false,false
1794,,false,false
1795,,false,false
1796,,true,true
1797,,false,true
1798,,false,true
1799,,false,false
1800,,false,false
1801,,false,false
1802,,false,false
1803,,false,false
1804,,false,false
1805,,true,true
1806,,false,true
1807,,false,true
1808,,false,false
1809,,false,false
1810,,false,false
1811,,false,false
1812,,false,false
1813,,false,false
1814,,false,false
1815,,false,false
1816,,false,false
1817,,true,true
1818,,false,true
1819,,false,true
1820,,false,false
1821,,false,false
1822,,false,false
1823,,false,false
1824,,false,false
1825,,false,false
1826,,true,true
1827,,false,true
1828,,false,true
1829,,false,false
1830,,false,false
1831,,false,false
1832,,false,false
1833,,false,false
1834,,false,false
1835,,false,false
1836,,false,false
1837,,false,false
1838,,false,false
1839,,false,false
1840,,false,false
1841,,false,true
1842,,true,true
1843,,false,true
1844,,false,true
1845,,false,false
1846,,false,false
1847,,false,false
1848,,true,true
1849,,false,true
1850,,false,true
1851,,false,false
1852,,false,false
1853,,false,false
1854,,false,false
1855,,false,false
1856,,false,false
1857,,false,false
1858,,false,false
1859,,false,false
1860,,false,false
1861,,false,false
1862,,false,false
1863,,false,false
1864,,false,false
1865,,true,true
1866,,false,true
1867,,false,true
1868,,false,false
1869,,false,false
1870,,false,false
1871,,false,false
