ts,p,r,s
267,false,false,false
268,true,false,false
269,false,true,true
270,,,
271,,,
272,,,
273,,,
274,,,
275,,,
276,,,
277,,,
278,,,
279,,,
280,false,false,false
281,false,false,false
282,false,false,false
283,false,false,false
284,false,false,false
285,false,false,false
286,false,false,false
287,true,false,false
288,false,false,false
289,false,true,true
290,,,
291,,,
292,,,
293,,,
294,,,
295,,,
296,,,
297,,,
298,,,
299,,,
300,false,false,false
301,false,false,false
302,true,false,true
303,false,true,true
304,false,false,true
305,false,false,true
306,false,false,false
307,false,false,false
308,false,false,false
309,true,false,false
310,,,
311,,,
312,,,
313,,,
314,,,
315,,,
316,,,
317,,,
318,,,
319,,,
320,false,false,false
321,false,false,false
322,false,false,false
323,false,false,false
324,false,false,false
325,false,false,false
326,false,false,false
327,false,false,false
328,true,false,false
329,false,false,false
330,,,
331,,,
332,,,
333,,,
334,,,
335,,,
336,,,
337,,,
338,,,
339,,,
340,true,false,false
341,false,false,false
342,false,true,true
343,false,false,true
344,false,false,true
345,true,false,false
346,false,false,false
347,false,true,true
348,false,false,true
349,false,false,true
350,,,
351,,,
352,,,
353,,,
354,,,
355,,,
356,,,
357,,,
358,,,
359,,,
360,false,false,true
361,false,false,false
362,false,false,false
363,true,false,false
364,false,false,false
365,false,true,true
366,false,false,true
367,false,false,true
368,false,false,false
369,false,false,false
370,,,
371,,,
372,,,
373,,,
374,,,
375,,,
376,,,
377,,,
378,,,
379,,,
380,false,false,false
381,false,false,false
382,true,false,false
383,false,false,false
384,false,true,true
385,false,false,true
386,false,false,true
387,false,false,false
388,false,false,false
389,false,false,false
390,,,
391,,,
392,,,
393,,,
394,,,
395,,,
396,,,
397,,,
398,,,
399,,,
400,false,false,true
401,false,false,false
402,false,false,false
403,false,false,false
404,false,false,false
405,false,false,false
406,true,false,false
407,false,false,false
408,false,false,false
409,false,true,true
410,,,
411,,,
412,,,
413,,,
414,,,
415,,,
416,,,
417,,,
418,,,
419,,,
420,false,false,false
421,false,false,false
422,true,false,false
423,false,true,true
424,false,false,true
425,false,false,true
426,false,false,false
427,false,false,false
428,false,false,false
429,false,false,false
430,,,
431,,,
432,,,
433,,,
434,,,
435,,,
436,,,
437,,,
438,,,
439,,,
440,false,false,false
441,false,true,true
442,false,false,true
443,false,false,true
444,true,false,true
445,false,false,false
446,false,true,true
447,false,false,true
448,false,false,true
449,false,false,false
450,,,
451,,,
452,,,
453,,,
454,,,
455,,,
456,,,
457,,,
458,,,
459,,,
460,false,false,false
461,false,false,false
462,false,false,false
463,false,false,false
464,false,false,false
465,false,false,false
466,false,false,false
467,false,false,false
468,false,false,false
469,false,false,false
470,,,
471,,,
472,,,
473,,,
474,,,
475,,,
476,,,
477,,,
478,,,
479,,,
480,false,true,true
481,false,false,true
482,false,false,true
483,false,false,false
484,false,false,false
485,false,false,false
486,false,false,false
487,false,false,false
488,false,false,false
489,false,false,false
490,,,
491,,,
492,,,
493,,,
494,,,
495,,,
496,,,
497,,,
498,,,
499,,,
500,false,false,false
501,false,false,false
502,false,false,false
503,false,false,false
504,false,false,false
505,false,false,false
506,false,false,false
507,false,false,false
508,false,false,false
509,true,false,false
510,,,
511,,,
512,,,
513,,,
514,,,
515,,,
516,,,
517,,,
518,,,
519,,,
520,false,false,false
521,false,false,false
522,false,false,false
523,true,false,false
524,false,true,true
525,false,false,true
526,false,false,true
527,false,false,false
528,false,false,false
529,false,false,false
530,,,
531,,,
532,,,
533,,,
534,,,
535,,,
536,,,
537,,,
538,,,
539,,,
540,false,false,false
541,false,true,true
542,false,false,true
543,false,false,true
544,false,false,false
545,false,false,false
546,false,false,false
547,false,false,false
548,false,false,false
549,false,false,false
550,,,
551,,,
552,,,
553,,,
554,,,
555,,,
556,,,
557,,,
558,,,
559,,,
560,false,true,true
561,false,false,true
562,false,false,true
563,true,false,false
564,false,false,false
565,false,false,false
566,false,true,true
567,false,false,true
568,false,false,true
569,false,false,false
570,,,
571,,,
572,,,
573,,,
574,,,
575,,,
576,,,
577,,,
578,,,
579,,,
580,false,true,true
581,false,false,true
582,false,false,true
583,false,false,false
584,false,false,false
585,false,false,false
586,false,false,false
587,false,false,false
588,false,false,false
589,false,false,false
590,,,
591,,,
592,,,
593,,,
594,,,
595,,,
596,,,
597,,,
598,,,
599,,,
600,false,false,true
601,false,false,false
602,false,false,false
603,false,false,false
604,false,false,false
605,false,false,false
606,false,false,false
607,false,false,false
608,false,false,false
609,false,false,false
610,,,
611,,,
612,,,
613,,,
614,,,
615,,,
616,,,
617,,,
618,,,
619,,,
620,false,true,true
621,false,false,true
622,false,false,true
623,false,false,false
624,false,false,false
625,false,false,false
626,false,false,false
627,false,false,false
628,false,false,false
629,false,false,false
630,,,
631,,,
632,,,
633,,,
634,,,
635,,,
636,,,
637,,,
638,,,
639,,,
640,false,false,true
641,false,false,true
642,false,false,false
643,false,false,false
644,false,false,false
645,false,false,false
646,true,false,false
647,false,true,true
648,false,false,true
649,false,false,true
650,,,
651,,,
652,,,
653,,,
654,,,
655,,,
656,,,
657,,,
658,,,
659,,,
660,false,false,false
661,false,false,false
662,false,true,true
663,false,false,true
664,false,false,true
665,false,false,false
666,false,false,false
667,false,false,false
668,false,false,false
669,false,false,false
670,,,
671,,,
672,,,
673,,,
674,,,
675,,,
676,,,
677,,,
678,,,
679,,,
680,false,false,false
681,false,false,false
682,false,false,false
683,false,false,false
684,false,false,false
685,true,false,false
686,false,false,false
687,false,false,false
688,false,true,true
689,false,false,true
690,,,
691,,,
692,,,
693,,,
694,,,
695,,,
696,,,
697,,,
698,,,
699,,,
700,false,false,false
701,false,false,false
702,false,false,false
703,false,false,false
704,false,false,false
705,true,false,false
706,false,true,true
707,false,false,true
708,false,false,true
709,false,false,false
710,,,
711,,,
712,,,
713,,,
714,,,
715,,,
716,,,
717,,,
718,,,
719,,,
720,false,false,false
721,false,false,false
722,false,false,false
723,false,false,false
724,true,false,false
725,false,true,true
726,false,false,true
727,false,false,true
728,false,false,false
729,false,false,false
730,,,
731,,,
732,,,
733,,,
734,,,
735,,,
736,,,
737,,,
738,,,
739,,,
740,false,false,true
741,false,false,true
742,false,false,false
743,false,false,false
744,false,false,false
745,true,false,false
746,false,false,false
747,false,false,false
748,false,true,true
749,false,false,true
750,,,
751,,,
752,,,
753,,,
754,,,
755,,,
756,,,
757,,,
758,,,
759,,,
760,false,false,false
761,false,false,false
762,false,false,false
763,false,false,false
764,false,false,false
765,false,false,false
766,true,false,false
767,false,true,true
768,false,false,true
769,false,false,true
770,,,
771,,,
772,,,
773,,,
774,,,
775,,,
776,,,
777,,,
778,,,
779,,,
780,false,false,true
781,false,false,true
782,false,false,false
783,true,false,false
784,false,false,false
785,false,false,false
786,false,true,true
787,false,false,true
788,false,false,true
789,false,false,false
790,,,
791,,,
792,,,
793,,,
794,,,
795,,,
796,,,
797,,,
798,,,
799,,,
800,false,true,true
801,false,false,true
802,false,false,true
803,false,false,false
804,false,false,false
805,false,false,false
806,false,false,false
807,false,false,false
808,false,false,false
809,false,false,false
810,,,
811,,,
812,,,
813,,,
814,,,
815,,,
816,,,
817,,,
818,,,
819,,,
820,false,true,true
821,false,false,true
822,false,false,true
823,false,false,false
824,false,false,false
825,false,false,false
826,false,false,false
827,true,false,false
828,false,false,false
829,false,false,false
830,,,
831,,,
832,,,
833,,,
834,,,
835,,,
836,,,
837,,,
838,,,
839,,,
840,false,false,false
841,false,true,true
842,false,false,true
843,false,false,true
844,false,false,false
845,true,false,false
846,false,true,true
847,false,false,true
848,false,false,true
849,false,false,false
850,,,
851,,,
852,,,
853,,,
854,,,
855,,,
856,,,
857,,,
858,,,
859,,,
860,false,false,false
861,false,false,false
862,false,true,true
863,false,false,true
864,false,false,true
865,false,false,false
866,false,false,false
867,false,false,false
868,false,false,false
869,true,false,false
870,,,
871,,,
872,,,
873,,,
874,,,
875,,,
876,,,
877,,,
878,,,
879,,,
880,true,false,false
881,false,true,true
882,false,false,true
883,false,false,true
884,false,false,false
885,false,false,false
886,false,false,false
887,false,false,false
888,false,false,false
889,false,false,false
890,,,
891,,,
892,,,
893,,,
894,,,
895,,,
896,,,
897,,,
898,,,
899,,,
900,false,false,false
901,false,false,false
902,false,false,false
903,false,false,false
904,true,false,false
905,false,false,false
906,false,false,false
907,false,true,true
908,false,false,true
909,false,false,true
910,,,
911,,,
912,,,
913,,,
914,,,
915,,,
916,,,
917,,,
918,,,
919,,,
920,false,false,true
921,false,false,true
922,false,false,false
923,false,false,false
924,false,false,false
925,false,false,false
926,false,false,false
927,false,false,false
928,false,false,false
929,false,false,false
930,,,
931,,,
932,,,
933,,,
934,,,
935,,,
936,,,
937,,,
938,,,
939,,,
940,false,true,true
941,false,false,true
942,false,false,true
943,true,false,false
944,false,true,true
945,false,false,true
946,false,false,true
947,false,false,false
948,false,false,false
949,false,false,false
950,,,
951,,,
952,,,
953,,,
954,,,
955,,,
956,,,
957,,,
958,,,
959,,,
960,false,false,false
961,false,false,false
962,false,true,true
963,false,false,true
964,false,false,true
965,false,false,false
966,false,false,false
967,false,false,false
968,false,false,false
969,false,false,false
970,,,
971,,,
972,,,
973,,,
974,,,
975,,,
976,,,
977,,,
978,,,
979,,,
980,false,false,false
981,false,true,true
982,false,false,true
983,false,false,true
984,true,false,false
985,false,false,false
986,false,false,false
987,false,true,true
988,false,false,true
989,false,false,true
990,,,
991,,,
992,,,
993,,,
994,,,
995,,,
996,,,
997,,,
998,,,
999,,,
1000,false,false,true
1001,false,false,true
1002,true,false,false
1003,false,false,false
1004,false,true,true
1005,false,false,true
1006,false,false,true
1007,false,false,false
1008,false,false,false
1009,false,false,false
1010,,,
1011,,,
1012,,,
1013,,,
1014,,,
1015,,,
1016,,,
1017,,,
1018,,,
1019,,,
1020,false,true,true
1021,false,false,true
1022,false,false,true
1023,false,false,false
1024,false,false,false
1025,false,false,false
1026,false,false,false
1027,true,false,false
1028,false,true,true
1029,false,false,true
1030,,,
1031,,,
1032,,,
1033,,,
1034,,,
1035,,,
1036,,,
1037,,,
1038,,,
1039,,,
1040,false,false,true
1041,false,false,true
1042,true,false,false
1043,false,false,false
1044,false,false,false
1045,false,true,true
1046,false,false,true
1047,false,false,true
1048,false,false,false
1049,false,false,false
1050,,,
1051,,,
1052,,,
1053,,,
1054,,,
1055,,,
1056,,,
1057,,,
1058,,,
1059,,,
1060,false,true,true
1061,false,false,true
1062,false,false,true
1063,true,false,false
1064,false,false,false
1065,false,true,true
1066,false,false,true
1067,false,false,true
1068,false,false,false
1069,false,false,false
1070,,,
1071,,,
1072,,,
1073,,,
1074,,,
1075,,,
1076,,,
1077,,,
1078,,,
1079,,,
1080,false,false,false
1081,false,false,false
1082,false,false,false
1083,false,false,false
1084,false,false,false
1085,false,false,false
1086,false,false,false
1087,false,false,false
1088,false,false,false
1089,false,false,false
1090,,,
1091,,,
1092,,,
1093,,,
1094,,,
1095,,,
1096,,,
1097,,,
1098,,,
1099,,,
1100,false,false,false
1101,false,false,false
1102,false,false,false
1103,false,false,false
1104,true,false,false
1105,false,false,false
1106,false,false,false
1107,false,true,true
1108,false,false,true
1109,false,false,true
1110,,,
1111,,,
1112,,,
1113,,,
1114,,,
1115,,,
1116,,,
1117,,,
1118,,,
1119,,,
1120,false,true,true
1121,false,false,true
1122,false,false,true
1123,false,false,false
1124,false,false,false
1125,false,false,false
1126,false,false,false
1127,true,false,false
1128,false,true,true
1129,false,false,true
1130,,,
1131,,,
1132,,,
1133,,,
1134,,,
1135,,,
1136,,,
1137,,,
1138,,,
1139,,,
1140,false,false,false
1141,false,false,false
1142,false,false,false
1143,false,false,false
1144,false,false,false
1145,true,false,false
1146,false,true,true
1147,false,false,true
1148,false,false,true
1149,false,false,false
1150,,,
1151,,,
1152,,,
1153,,,
1154,,,
1155,,,
1156,,,
1157,,,
1158,,,
1159,,,
1160,false,false,true
1161,true,false,false
1162,false,false,false
1163,false,false,false
1164,false,true,true
1165,false,false,true
1166,false,false,true
1167,false,false,false
1168,false,false,false
1169,false,false,false
1170,,,
1171,,,
1172,,,
1173,,,
1174,,,
1175,,,
1176,,,
1177,,,
1178,,,
1179,,,
1180,true,false,false
1181,false,false,false
1182,false,true,true
1183,false,false,true
1184,false,false,true
1185,true,false,false
1186,false,false,false
1187,false,false,false
1188,false,true,true
1189,false,false,true
1190,,,
1191,,,
1192,,,
1193,,,
1194,,,
1195,,,
1196,,,
1197,,,
1198,,,
1199,,,
1200,false,false,false
1201,false,false,false
1202,false,true,true
1203,false,false,true
1204,false,false,true
1205,false,false,false
1206,false,false,false
1207,false,false,false
1208,false,false,false
1209,false,false,false
1210,,,
1211,,,
1212,,,
1213,,,
1214,,,
1215,,,
1216,,,
1217,,,
1218,,,
1219,,,
1220,false,false,false
1221,false,false,false
1222,false,true,true
1223,false,false,true
1224,false,false,true
1225,false,false,false
1226,false,false,false
1227,false,false,false
1228,false,false,false
1229,false,false,false
1230,,,
1231,,,
1232,,,
1233,,,
1234,,,
1235,,,
1236,,,
1237,,,
1238,,,
1239,,,
1240,false,false,false
1241,false,false,false
1242,false,false,false
1243,false,false,false
1244,false,false,false
1245,false,false,false
1246,false,false,false
1247,false,false,false
1248,false,false,false
1249,false,false,false
1250,,,
1251,,,
1252,,,
1253,,,
1254,,,
1255,,,
1256,,,
1257,,,
1258,,,
1259,,,
1260,false,false,false
1261,false,false,false
1262,false,false,false
1263,false,false,false
1264,false,false,false
1265,false,false,false
1266,false,false,false
1267,false,false,false
1268,false,false,false
1269,false,false,false
1270,,,
1271,,,
1272,,,
1273,,,
1274,,,
1275,,,
1276,,,
1277,,,
1278,,,
1279,,,
1280,false,false,true
1281,false,false,true
1282,true,false,false
1283,false,false,false
1284,false,true,true
1285,false,false,true
1286,false,false,true
1287,false,false,false
1288,false,false,false
1289,false,false,false
1290,,,
1291,,,
1292,,,
1293,,,
1294,,,
1295,,,
1296,,,
1297,,,
1298,,,
1299,,,
1300,false,false,false
1301,false,false,false
1302,false,true,false
1303,false,false,false
1304,false,false,false
1305,false,false,false
1306,true,false,false
1307,false,false,false
1308,false,true,true
1309,false,false,true
1310,,,
1311,,,
1312,,,
1313,,,
1314,,,
1315,,,
1316,,,
1317,,,
1318,,,
1319,,,
1320,false,false,false
1321,false,false,false
1322,false,false,false
1323,false,false,false
1324,false,false,false
1325,false,true,true
1326,false,false,true
1327,false,false,true
1328,false,false,false
1329,false,false,false
1330,,,
1331,,,
1332,,,
1333,,,
1334,,,
1335,,,
1336,,,
1337,,,
1338,,,
1339,,,
1340,false,false,false
1341,false,false,false
1342,false,false,false
1343,false,false,false
1344,false,false,false
1345,false,false,false
1346,false,false,false
1347,false,false,false
1348,false,false,false
1349,false,false,false
1350,,,
1351,,,
1352,,,
1353,,,
1354,,,
1355,,,
1356,,,
1357,,,
1358,,,
1359,,,
1360,false,false,false
1361,false,false,false
1362,false,false,false
1363,false,false,false
1364,false,false,false
1365,false,false,false
1366,false,false,false
1367,false,false,false
1368,false,false,false
1369,false,false,false
1370,,,
1371,,,
1372,,,
1373,,,
1374,,,
1375,,,
1376,,,
1377,,,
1378,,,
1379,,,
1380,false,false,false
1381,false,false,false
1382,false,false,false
1383,false,false,false
1384,false,false,false
1385,false,false,false
1386,true,false,false
1387,false,false,false
1388,false,true,true
1389,false,false,true
1390,,,
1391,,,
1392,,,
1393,,,
1394,,,
1395,,,
1396,,,
1397,,,
1398,,,
1399,,,
1400,false,false,false
1401,false,false,false
1402,false,false,false
1403,false,false,false
1404,false,false,false
1405,false,false,false
1406,false,false,false
1407,false,false,false
1408,false,false,false
1409,false,false,false
1410,,,
1411,,,
1412,,,
1413,,,
1414,,,
1415,,,
1416,,,
1417,,,
1418,,,
1419,,,
1420,false,false,false
1421,false,false,false
1422,true,false,true
1423,false,false,false
1424,false,false,false
1425,false,true,true
1426,false,false,true
1427,false,false,true
1428,false,false,false
1429,false,false,false
1430,,,
1431,,,
1432,,,
1433,,,
1434,,,
1435,,,
1436,,,
1437,,,
1438,,,
1439,,,
1440,true,false,true
1441,false,false,false
1442,false,true,true
1443,false,false,true
1444,false,false,true
1445,false,false,false
1446,false,false,false
1447,true,false,false
1448,false,false,false
1449,false,false,false
1450,,,
1451,,,
1452,,,
1453,,,
1454,,,
1455,,,
1456,,,
1457,,,
1458,,,
1459,,,
1460,false,false,false
1461,false,false,false
1462,false,false,false
1463,false,false,false
1464,false,false,false
1465,true,false,false
1466,false,false,false
1467,false,false,false
1468,false,true,true
1469,false,false,true
1470,,,
1471,,,
1472,,,
1473,,,
1474,,,
1475,,,
1476,,,
1477,,,
1478,,,
1479,,,
1480,false,false,false
1481,false,false,false
1482,false,false,false
1483,false,false,false
1484,true,false,false
1485,false,false,false
1486,false,true,true
1487,false,false,true
1488,false,false,true
1489,false,false,false
1490,,,
1491,,,
1492,,,
1493,,,
1494,,,
1495,,,
1496,,,
1497,,,
1498,,,
1499,,,
1500,false,false,true
1501,false,false,true
1502,false,false,false
1503,false,false,false
1504,false,false,false
1505,true,false,false
1506,false,true,true
1507,false,false,true
1508,false,false,true
1509,false,false,false
1510,,,
1511,,,
1512,,,
1513,,,
1514,,,
1515,,,
1516,,,
1517,,,
1518,,,
1519,,,
1520,false,false,false
1521,false,false,false
1522,false,false,false
1523,true,false,false
1524,false,false,false
1525,false,true,true
1526,false,false,true
1527,false,false,true
1528,true,false,false
1529,false,false,true
1530,,,
1531,,,
1532,,,
1533,,,
1534,,,
1535,,,
1536,,,
1537,,,
1538,,,
1539,,,
1540,false,true,true
1541,false,false,true
1542,false,false,true
1543,false,false,false
1544,false,false,false
1545,false,false,false
1546,false,false,false
1547,false,false,false
1548,true,false,false
1549,false,true,true
1550,,,
1551,,,
1552,,,
1553,,,
1554,,,
1555,,,
1556,,,
1557,,,
1558,,,
1559,,,
1560,false,false,false
1561,false,false,false
1562,false,false,false
1563,false,false,false
1564,false,false,false
1565,true,false,false
1566,false,true,true
1567,false,false,true
1568,false,false,true
1569,true,false,false
1570,,,
1571,,,
1572,,,
1573,,,
1574,,,
1575,,,
1576,,,
1577,,,
1578,,,
1579,,,
1580,false,true,true
1581,false,false,true
1582,false,false,true
1583,true,false,false
1584,false,true,true
1585,false,false,true
1586,false,false,true
1587,true,false,true
1588,false,true,true
1589,false,false,true
1590,,,
1591,,,
1592,,,
1593,,,
1594,,,
1595,,,
1596,,,
1597,,,
1598,,,
1599,,,
1600,true,false,false
1601,false,true,true
1602,false,false,true
1603,false,false,true
1604,false,false,false
1605,false,true,true
1606,false,false,true
1607,false,false,true
1608,false,false,false
1609,false,false,false
1610,,,
1611,,,
1612,,,
1613,,,
1614,,,
1615,,,
1616,,,
1617,,,
1618,,,
1619,,,
1620,false,false,false
1621,false,false,false
1622,false,false,false
1623,false,true,true
1624,false,false,true
1625,false,false,true
1626,true,false,false
1627,false,false,false
1628,false,false,false
1629,false,true,true
1630,,,
1631,,,
1632,,,
1633,,,
1634,,,
1635,,,
1636,,,
1637,,,
1638,,,
1639,,,
1640,false,false,true
1641,false,false,true
1642,false,false,false
1643,false,false,false
1644,false,false,false
1645,false,false,false
1646,false,false,false
1647,false,false,false
1648,true,false,false
1649,false,false,false
1650,,,
1651,,,
1652,,,
1653,,,
1654,,,
1655,,,
1656,,,
1657,,,
1658,,,
1659,,,
1660,false,false,true
1661,false,false,true
1662,true,false,false
1663,false,true,true
1664,false,false,true
1665,false,false,true
1666,false,false,false
1667,false,false,false
1668,false,false,false
1669,false,false,false
1670,,,
1671,,,
1672,,,
1673,,,
1674,,,
1675,,,
1676,,,
1677,,,
1678,,,
1679,,,
1680,false,false,false
1681,false,false,false
1682,true,false,false
1683,false,true,false
1684,false,false,false
1685,false,false,false
1686,false,false,false
1687,false,false,false
1688,false,false,false
1689,false,false,false
1690,,,
1691,,,
1692,,,
1693,,,
1694,,,
1695,,,
1696,,,
1697,,,
1698,,,
1699,,,
1700,false,false,true
1701,true,false,false
1702,false,false,false
1703,false,false,false
1704,false,false,true
1705,false,false,true
1706,false,false,true
1707,true,false,false
1708,false,true,true
1709,false,false,true
1710,,,
1711,,,
1712,,,
1713,,,
1714,,,
1715,,,
1716,,,
1717,,,
1718,,,
1719,,,
1720,false,false,false
1721,false,false,false
1722,false,false,false
1723,false,false,false
1724,false,false,false
1725,true,false,false
1726,false,false,false
1727,false,true,true
1728,false,false,true
1729,false,false,true
1730,,,
1731,,,
1732,,,
1733,,,
1734,,,
1735,,,
1736,,,
1737,,,
1738,,,
1739,,,
1740,false,false,false
1741,false,false,false
1742,false,false,false
1743,false,false,false
1744,false,false,false
1745,false,false,false
1746,false,false,false
1747,false,false,false
1748,false,false,false
1749,false,false,false
1750,,,
1751,,,
1752,,,
1753,,,
1754,,,
1755,,,
1756,,,
1757,,,
1758,,,
1759,,,
1760,false,false,false
1761,false,false,false
1762,false,false,false
1763,false,false,false
1764,false,false,false
1765,false,false,false
1766,false,false,false
1767,true,false,false
1768,false,false,false
1769,false,false,false
1770,,,
1771,,,
1772,,,
1773,,,
1774,,,
1775,,,
1776,,,
1777,,,
1778,,,
1779,,,
1780,false,false,false
1781,false,false,false
1782,false,false,false
1783,false,false,false
1784,false,false,false
1785,false,false,false
1786,false,false,false
1787,false,false,false
1788,true,false,false
1789,false,true,true
1790,,,
1791,,,
1792,,,
1793,,,
1794,,,
1795,,,
1796,,,
1797,,,
1798,,,
1799,,,
1800,false,false,false
1801,false,false,false
1802,true,false,false
1803,false,false,false
1804,false,false,false
1805,false,true,true
1806,false,false,true
1807,false,false,true
1808,false,false,false
1809,false,false,false
1810,,,
1811,,,
1812,,,
1813,,,
1814,,,
1815,,,
1816,,,
1817,,,
1818,,,
1819,,,
1820,false,false,false
1821,false,false,false
1822,false,false,false
1823,false,false,false
1824,true,false,false
1825,false,false,false
1826,false,true,true
1827,false,false,true
1828,false,false,true
1829,false,false,false
1830,,,
1831,,,
1832,,,
1833,,,
1834,,,
1835,,,
1836,,,
1837,,,
1838,,,
1839,,,
1840,false,false,false
1841,true,false,true
1842,false,true,true
1843,false,false,true
1844,false,false,true
1845,true,false,false
1846,false,false,false
1847,false,false,false
1848,false,true,true
1849,false,false,true
1850,,,
1851,,,
1852,,,
1853,,,
1854,,,
1855,,,
1856,,,
1857,,,
1858,,,
1859,,,
1860,false,false,false
1861,false,false,false
1862,false,false,false
1863,false,false,false
1864,true,false,false
1865,false,true,true
1866,false,false,true
1867,false,false,true
1868,false,false,false
1869,false,false,false
1870,,,
1871,,,
1872,,,
1873,,,
1874,,,
1875,,,
1876,,,
1877,,,
1878,,,
1879,,,
1880,false,false,false
1881,true,false,false
1882,false,false,false
1883,false,false,false
1884,false,false,true
1885,false,false,true
1886,false,false,true
1887,false,false,false
1888,false,false,false
1889,false,false,false
1890,,,
1891,,,
1892,,,
1893,,,
1894,,,
1895,,,
1896,,,
1897,,,
1898,,,
1899,,,
1900,false,false,false
1901,true,false,false
1902,false,true,true
1903,false,false,true
1904,false,false,true
1905,false,false,false
1906,false,false,false
1907,false,false,false
1908,false,false,false
1909,false,false,false
1910,,,
1911,,,
1912,,,
1913,,,
1914,,,
1915,,,
1916,,,
1917,,,
1918,,,
1919,,,
1920,false,false,false
1921,true,false,false
1922,false,false,false
1923,false,false,false
1924,false,true,true
1925,false,false,true
1926,false,false,true
1927,false,false,false
1928,false,false,false
1929,false,false,false
1930,,,
1931,,,
1932,,,
1933,,,
1934,,,
1935,,,
1936,,,
1937,,,
1938,,,
1939,,,
1940,false,false,true
1941,false,false,false
1942,false,false,false
1943,false,false,false
1944,false,false,false
1945,false,false,false
1946,false,false,false
1947,false,false,false
1948,false,false,false
1949,false,false,false
1950,,,
1951,,,
1952,,,
1953,,,
1954,,,
1955,,,
1956,,,
1957,,,
1958,,,
1959,,,
1960,false,false,false
1961,false,false,false
1962,false,false,false
1963,false,false,false
1964,false,false,false
1965,false,false,false
1966,false,false,false
1967,false,false,false
1968,true,false,false
1969,false,true,true
1970,,,
1971,,,
1972,,,
1973,,,
1974,,,
1975,,,
1976,,,
1977,,,
1978,,,
1979,,,
1980,false,false,true
1981,false,false,true
1982,false,false,false
1983,false,false,false
1984,true,false,false
1985,false,true,true
1986,false,false,true
1987,false,false,true
1988,false,false,false
1989,false,false,false
1990,,,
1991,,,
1992,,,
1993,,,
1994,,,
1995,,,
1996,,,
